,ID,Text,Sub-task A,Sub-task B,en_translation
2875,C10.549,Hamare hindu bhai jo pak jese desho me fase he uski ise koi chinta nahi he.,CAG,NGEN,In our Hindu brethren countries like Pakistan problem here is he has no worries.
2876,C36.575,Sir December ka magazine provide Kara dijiye...,NAG,NGEN,Sir December ka magazine provide Kara dijiye ...
2877,C61.11,"Saali Kutiya Uske Naseeb Naseeb achha the ki usko Dinesh Ji Ne support Kiya
lekin aap Koi Nahin karo",OAG,GEN,Sister bitch was good his luck luck that he supports Dinesh G but you do not
2878,C7.1687.2,"atiq rehman beta teri dadi ab nhi rhi , tu bhi nikal le phir.",CAG,NGEN,"Atikh rehman son then take your grandmother now not, you remove."
2879,C7.1750.1,"Maine video ki ending me jo baat Kahi hai vo suniye... Galat to bahot sari
bate ho Rahi hai...  
hamare Desh me to har dusri tisri film me Criminals & Terrorists Ko glorify
Kiya jata hai... Kya kar sakte hai ?",NAG,NGEN,Maine video ki ending me jo baat Kahi hai vo suniye ... Galat to bahot sari bate ho Rahi hai ... hamare Desh me to har dusri tisri film me Criminals & Terrorists Ko glorify Kiya jata hai ... what can?
2880,C7.836,"Bhai tmhre channel pr view badane k liye y shi h...baki yah movie ekdm dhatiya
h",CAG,NGEN,Brothers of Xi to the view Bdane on Tmahre channel ... the rest of the movie very badly schools
2881,C7.1564,"Pratik Bhai ye
[#FlimCompanion](http://www.youtube.com/results?search_query=%23FlimCompanion)
walo YouTube channel ki Gand Maro dimag kharab ho Gaya faminist ki bate sun kr",OAG,GEN,Icon brother's [#FlimCompanion] (Actiteepi://wwvkutubkcom/rijlts?src_kweri=%23FlimCompanion) walo YouTube channel ki Gand Maro dimag kharab ho Gaya faminist ki bate sun kr
2882,C7.1894,"Bhai honestly aja jara apka video achcha lagrah hai nachrul lights se app bhi
achche dik rahe ho",NAG,NGEN,Brother Honestli Aja Just Your Video Good Lgrh the application of natural lights are also good space
2883,C4.1169,"[18:58](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=18m58s)\----Apne bhai ki
behn chodta rehta hai😊😊😊😊really????",NAG,GEN,[18:58] (Httpः: //vvvkutubkcom/wac? V = N_jnfkanjays 0 & T = 18 M 58 C) \ ---- Haraly keeps leaves sister of his brother ????
2884,C59.1461,Dill se boss,NAG,NGEN,Dil se boss
2885,C7.2549,Spoiler warning toh deni thi😜😜😜,NAG,NGEN,Spoiler warning anyway Connie thi
2886,C7.30,Tum jaise log satee pratha ko bhi support kar sakte ho,NAG,NGEN,People like you can support sati be
2887,C38.750,"ek baar mere papa nai kha tha khtm kr dunga...maine sunaya unhe ek sweet chin
music...",NAG,NGEN,Will end once my father said ... I gave them a Sweet Chin Music ...
2888,C32.100.3,क्या आप मुझसे दोस्ती करोगे,NAG,NGEN,Would you be friends with me
2889,C19.10,"Aise faltu reviewer wale channel me bhi itne subscriber ?? Omg ! Acche talent
subscribers dhud rahe hai like dino james , salil jamdar etc ...",NAG,NGEN,"Even so subscribers channels such frivolous Raviaver ?? Ong! Written good talent is to take subscribers days James, Salil Jmdhar Ets ..."
2890,C10.1061,Arundhati Kutti Kammini Roy ouski naam hain.,OAG,GEN,Arundhati Kutty name Kmmini Roy Ouski.
2891,C38.475,Auto wale bhaiya :),NAG,NGEN,Auto brother :)
2892,C19.154.3,"Rachna Mishra बवाल तो मैं कर सकता था लेकिन उस के पिताजी ने मुझे कहाँ कीं मेरी
समाज में नाक कट जाएगी मेरी बेज्जती मत करवा देना ? उसके पिताजी के कारण मैंने
अपने क़दम पीछे हटा लिए 😢😢😢",NAG,NGEN,Rachna Mishra organically so I could but he's dad made me go to be cut nose in my community do not get my Bezzti? Due to her father for I recapture my steps
2893,C36.636,"Sir,  
Gaurav sir ki current affairs Dailly bases par ku nahi aa rahe hai???",NAG,NGEN,"Sir, pride is not a dog on Current Affairs Delli Bases Sir ???"
2894,C21.203,Subtext ka bhut acha use kiya hai ishe film mei,NAG,NGEN,Sbtekst very good have him in the movie
2895,C38.100,[3:50](https://www.youtube.com/watch?v=ZzsAuDkXq1M&t=3m50s) chutiya spotted😂,CAG,NGEN,[3:50](https://www.youtube.com/watch?v=ZzsAuDkXq1M&t=3m50s) chutiya spotted
2896,C36.956.3,"@Devendra Pandey bhai tu baan ja jo maarzi..paar haar organizational k code or
conduct hai..",CAG,NGEN,@ Devendra Pandey brother thou be a Mrghikkpar defeat Orgnijeshnl is a code and conduct ..
2897,C7.58,"kisko problem hai bhai ..sirf tumhi ek ese Insan ho jo Apne review me bar bar
ekhi bat dohrate ho..librars , feminism ...bas ker bhai ab . tu sirf unhi bato
per Dhyan deta hai jo Pakistan ke log Bolte hai or tuje hi q dikhta hai
...sirf tuhi Apne review me yesab batei kerta hai....har muslim esa nahi hota
. but tere Jese log Anti- muslim squad se atehai...tum log Ko ye bat samaj me
nahi ayegi..",CAG,NGEN,"Who's wrong brother ..sirf tumhi ek ese Insan ho jo Apne review me bar bar ekhi bat dohrate Hokklibrrs, feminism ... just Kerr brother. tu sirf unhi bato per Dhyan deta hai jo Pakistan ke log Bolte hai or tuje hi q dikhta hai ... sirf tuhi Apne review me yesab batei kerta hai .... not every Muslim's. but tere Jese log Anti- muslim squad se atehai ... tum log Ko ye bat samaj me nahi ayegi .."
2898,C4.2003,"Yah bollywood wale saale remake bana bana ke paise kama rahe hain aur wo bhi
sirf romantic filme jinme bus ek he chij hain ki kaise bhi karke larki ko pata
hain bus khatam kahani.  
Trailer dekhte he samaj gaya tha ki yah bhi ek ghisi piti romantic bollywood
ki film hain jisme sikhne layak toe kuch hain nahi bus kaise bhi karke paise
kama hain inko",CAG,NGEN,Yah bollywood wale saale remake bana bana ke paise kama rahe hain aur wo bhi sirf romantic filme jinme bus ek he chij hain ki kaise bhi karke larki ko pata hain bus khatam kahani. Trailer dekhte he samaj gaya tha ki yah bhi ek ghisi piti romantic bollywood ki film hain jisme sikhne layak toe kuch hain nahi bus kaise bhi karke paise kama hain inko
2899,C7.791,Right! Ab bol feminists kaha dur dur tk nhi dekh rhi h,CAG,NGEN,Right! Now speaking Feminists say they are not looking far away
2900,C7.356,Tshirt Badhiya hai Bhai😀,NAG,NGEN,T wonderful brother
2901,C7.2249,T shirts khab badli karoge,NAG,NGEN,T-Shirts Khb will change
2902,C7.1761,Aaj tumne muh tod jawaab diya hypocrites ko. Well done 👍,NAG,NGEN,Today you have to Hypokrits responded smash mouth. Well done
2903,C21.42,Apne story bata kar puri story batadi,NAG,NGEN,Full Story Btadi tell your story
2904,C7.694,Kya ap ki left gaal main dari jyada hai yah mera phone ki screen kharap hai!,NAG,NGEN,Do you have more distance in the left cheek is screen Krap my phone!
2905,C36.459,"Religion devlopment को रोकता है,इसे भारत से खत्म करना होगा हीे।इसके कारण हम एक
दूसरे को नीचे गिरने पर दिमाग और energy लगाते है,न की खुदके विकास और आर्थिक
मज़बूती पर।खासके muslims को समझना होगा।हमे भारत को आर्थिक मज़बूती देनी ही
होगी,वार्ना हम इस चक्कर में बर्बाद हो जाएंगे।चीन ने इसी कारण religion हटा
दिया,प्लीज हमे इस देश से सभी religion हटाना ही होगा,तभी unlimited progress
होगी वार्ना सिमट के रह जायेगे,और चीन दुनिया पर राज करेगा,तब हम खुदकी गलती का
अहसास करेगे,और नौकर न बने इसलिये प्लीज भारत से रिलिजन खत्म कर,और आर्थिक
मज़बूती लाये तेज़ी से quality education,innovationऔर skill development के
जरिये।समझदार बने।",CAG,NGEN,"Religion prevents devlopment is, it will end India Hiekiske because we understand the brain fall below one another and energy charge, not the vain development and economic strength Prkkhaske muslims Hogakhme give economic stability to India will be, Varna we removed religion is why the Jaangekchin wasted in this round, please, we will delete all religion in this country, then left the unlimited will progress Varna reduced Jayege, and rule the world China Singing, and we own self accidentally encounter the realization, and not servants became so please eliminate religion from India, and economic stability brought rapid quality education, innovation and made Jriyeksmjdar of skill development."
2906,C4.1669,Chutiya movie tha yar maine dekhne k baad laga k yar ky dekhliya maine.,NAG,NGEN,Foolish movie was the man I see a thought after the man of Deklia I.
2907,C36.386,"Thank you sir , and I think India ko bhi kam se MATLAB rkhna chahhiye sbki
apni personal life jine ka HK h vo chahe jase rhe or y hmare fundamental
rights bhi to h",CAG,NGEN,"Thank you, sir, and I think India ko bhi kam se MATLAB rkhna chahhiye sbki apni personal life jine ka HK h vo chahe jase rhe or y hmare fundamental rights bhi to h"
2908,C4.859,"Is film ko sex drug or drink ne hit kiya ,same sanju ki trha...",NAG,NGEN,"The film hit the sex drugs and drink, like Same Sanju ..."
2909,C21.79,Mast movie hai,NAG,NGEN,Mast movie hai
2910,C7.475,BAKWAS......,CAG,NGEN,Rubbish......
2911,C4.1620,"Kio hai jisne nahi dekhi yeh bakwas movie meri tarah..  
Jisko pehle hee pata tha yeh bakwas hone wali hai..  
Yeh movie phir humko wapas piche leke ja rahi hai..",NAG,NGEN,"Kio, who has not observed this crap movie is going to fuck my way .. which was already know .. this movie again is us being taken away in the back .."
2912,C7.1811,Pratik ji Ram Ram.🙏🙏🙏🙏,NAG,NGEN,Icon G Ram Ram.
2913,C21.171,"sir ji please hamari cavery nadi ko support kariye cavery calling ke jariye
jise khud prakash javdekar ji ne bhi support kiya hai",NAG,NGEN,Sir please our river to support Please Cauvery which itself Prakash Javadekar by calling G is also supported by
2914,C36.684.1,Ladka ladkhe ki ghand marna aur ladki ladhki ki ghand marna,OAG,GEN,Boy Kill ass Girl and Girl's assfukka
2915,C7.1380,Feminist and Liberals = Bosidiwaley,OAG,GEN,Feminist and Liberals = Bosidiwaley
2916,C7.2280,Bhosidiwale tu film review de na politics kyun samjha raha hai gandu,OAG,GEN,Bhosdiwale you do not understand politics Why Movie Review faghags
2917,C36.1146.3,@Zero LB kyo ki wah desh ki rakhsa karni hain ghatiya soch nahi dhalni hain,CAG,NGEN,@ Zero club because he put not think poor are to defend the country
2918,C33.136,Lazabab,NAG,NGEN,For Zbab
2919,C33.252,"Mere jindagi bus tere intazaam ke liye hai khud ke kadam mere liye bhi khud me
koi kayamiaat batiyie hogi dil se dil ka connection kiske saath hOAG",NAG,NGEN,My life just move yourself to your arrangement will no Kyamiat Btiye in itself for me Hoyg with whom the connection of heart to heart
2920,C19.184.1,@Nikunj Singh Oh acha,NAG,NGEN,@ Nikunj Singh oh well
2921,C59.219,বা: মেরেসের বা:,NAG,NGEN,Or: Meres or:
2922,C10.166,pagal hai saali,OAG,GEN,Crazy Sister
2923,C4.2192,Bhut din se kabir singh ka aapka review dekhna chahta tha,NAG,NGEN,Many wanted to see your review of Kabir Singh today
2924,C7.72,"Mujhe bahoot achhi lagi kabir singh,",NAG,NGEN,"I'm feeling very good Kabir Singh,"
2925,C10.1438.2,Bhai tu sudhrega nahi 😂🤣😂🤣,OAG,NGEN,Brother ye not improve
2926,C36.279,नही बिल्कुल भी allow नही करना चाहिए,CAG,NGEN,Absolutely must not allow
2927,C21.9,"Larki khud chudwati hai phir usko phasati hai itni si stori ko 2 ghante  
Apni maa chudwai hai purducer ne",OAG,GEN,Girl herself Cudwati then it Fsati so many Story 2 hours my mother Cudwai Purdusr by
2928,C4.861,"Chalo guys is kuttta ke channel ko strike marte he ..coz..ye sab succeed ko
magak banata he😠😠😠",OAG,NGEN,Let Guys die strike the channel this Kuttta causes joke is Kksojhkkye all Skseed O
2929,C7.1486,In matherchod ko sirf khan movie ke chamchagiri karne aata hai madharchod ko,OAG,GEN,These comes Madrchod to Cmachagiri the only Khan movie is Madharrchod
2930,C29.11,"Jo tum Snatan Hindu dharm Chal rhe ho Na usme tum Sirf Hindu or Muslim me Sirf
nfrt felate ho kbhi inhe ekta ke sutra me bandho kitna mja h ekta me tum bat
bat pr Sirf Hindu Muslim lekar khde ho jaye ho Rep Rep h chahe Hindu ho ya
Muslim is kesh ko CBI ko jachna hOAG",CAG,NGEN,Jo tum Snatan Hindu dharm Chal rhe ho Na usme tum Sirf Hindu or Muslim me Sirf nfrt felate ho kbhi inhe ekta ke sutra me bandho kitna mja h ekta me tum bat bat pr Sirf Hindu Muslim lekar khde ho jaye ho Rep Rep h chahe Hindu ho ya Muslim is kesh ko CBI ko jachna hOAG
2931,C4.2229.2,Kya ukhad liya tune ise dekhkar??,NAG,NGEN,What plucked You see it ??
2932,C38.577,kele se kele takrae....,NAG,NGEN,Banana hit banana ....
2933,C9.293,boliye nitishba ko ki paper leak kaise huaa,NAG,NGEN,How did the Say Nitisba that paper leak
2934,C4.2003.2,"@Nil The Captain acha matlab tu kahna chahta hain ki kabir singh bohot achi
movie hain ho ga bhi kyu na tujhe toe yahi sab acha lagta hain jisme ke yah
dekhaiye ke kaise larki patay. Aur south ke filmo ko bura vhala mat bol unke
jaisa koi nahi bana sakta",OAG,NGEN,@Nil The Captain acha matlab tu kahna chahta hain ki kabir singh bohot achi movie hain ho ga bhi kyu na tujhe toe yahi sab acha lagta hain jisme ke yah dekhaiye ke kaise larki patay. Aur south ke filmo ko bura vhala mat bol unke jaisa koi nahi bana sakta
2935,C4.396.2,Sahi kaha Bhai😁😂,NAG,NGEN,"That's right, brother"
2936,C7.2441.1,True bhai 🙁👍,NAG,NGEN,True bhai
2937,C7.1257,"Sir [real.love](http://real.love/) nhi smjynge ....y log ..film ..film
to.dhansu h .esa man to.ajkl.nhi h",NAG,NGEN,Sir [Riylklv] (http: //riylklv/) Nhi Smjinge .... If people Kkfilm Kkfilm Tokdhansu level builds the mind Tokajklknhi
2938,C4.857.1,Ye londa kuchh jyada horaha he ..,NAG,NGEN,The Londa much Horha O ..
2939,C4.960.3,"@Sneha sharma haan, mujhe video yaad h, lekin unke naam nhi pata.",NAG,NGEN,"@ Sneha Sharma Yes, they remember the video, but their names are not known."
2940,C7.2031,Lovde picture ki baat kar modi ka gu chatnewale,OAG,GEN,Talk Lovde Picture Modi th Ctnewale
2941,C46.65,Sooryavansham,NAG,NGEN,Sourivencm
2942,C7.2514.1,Hi kaise ho aap,NAG,NGEN,"Hi, how are you"
2943,C4.414,Bhenchod filmko film ki tarah dekho. And film wise it's outstanding.,OAG,NGEN,Benchod Filmko look like movie. And film-wise Aiti's outstanding.
2944,C61.12,"Ranu Mandal ko support mat karo Kyunki usne dusre Garib ko Badnaam kya hai
Sali",OAG,NGEN,Ranu do not support the system because he is infamous for other poor sister
2945,C4.1637,Bhai Bhai bhai Bhai,NAG,NGEN,Brothers brothers
2946,C33.271,"Video n message was gud but girl. Ki voice ka sound bohat hi down tha not like
bold 1...... Otherwise its gud 1",NAG,NGEN,Video n message was gud but girl. Ki voice ka sound bohat hi down tha not like bold 1...... Otherwise its gud 1
2947,C4.1163,"Ladki Mya laadkako dkh liya khtam Bhai
khtam..[8:13](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=8m13s) haha",NAG,NGEN,Alone or on Ladhkako taken Dk finished brother finished .. [8:13] (Httpः: //vvvkutubkcom/wac? V = N_jnfkanjays 0 & t = 8 M 13 C) levels
2948,C7.634,Jabardasti ka feminism ghusoge to kya hoga,CAG,NGEN,Forced to feminism Gusoge What
2949,C46.228,"Fansi koi saza nahi fansi ki matlab mukti enlogon ki saaza hay zinda rakhke
katna suru payer se gala last katna padega ankhe fodkar tezab dalna padega
flim gang jal jaisa",OAG,NGEN,Fansi koi saza nahi fansi ki matlab mukti enlogon ki saaza hay zinda rakhke katna suru payer se gala last katna padega ankhe fodkar tezab dalna padega flim gang jal jaisa
2950,C7.807,"Ye tumhare aur mera baat nhi h... Ye baat unpar ladko ka h jo isse hi
inspiration leke crime karenge.",NAG,GEN,"They talk to you and I Nhi schools ... These are the guys talk to them, which makes the Inspiration Lecce been crime."
2951,C7.293,"Pratik Bhai ""urvashi "" song to kabir singh ke liye shoot hua tha par ab song
movie me kyu nhi aaya .",NAG,NGEN,"Symbol brother ""Urvashi"" Song So why did not now Song movie was shooting for Kabir Singh."
2952,C7.2548,"Pratik sir aap long video mt banao  
Dekhne me interest nhi aata",NAG,NGEN,Icon Sir you do not interest in seeing not make long videos
2953,C7.559.1,"@Aakash kale kya real life me drugs,sharab chodna itna asan hota hai??  
Movie me tho woh bahut asanai se sab kucch chod deta hai.....  
Ending sad rakhte tho yeh sab kucch justify hota",NAG,NGEN,"@Aakash kale kya real life me drugs, sharab chodna itna asan hota hai ?? Movie me tho woh bahut asanai se sab kucch chod deta hai ..... Ending sad rakhte tho yeh sab kucch justify hota"
2954,C32.159,Bus aaplogo ka support chaie hamari mehnat ka fal aap logo hi dege 🙏,NAG,NGEN,Just Chaia support Aplogo fruits of our labor you people just shelve
2955,C9.286,"जनता - मोदी जी GDP गिर चुकी है  
मोदी - मित्रों जिसकी होगी वह खुद ही उठा लेगा  
भक्त - वाह मोदी जी वाह क्या बात कही आपने",NAG,NGEN,"Public - Modi GDP has fallen Modi - friends will be that he will take his own man - wow Modi Wow, what did you"
2956,C36.231,Nhi hone chahiye koi homosexual in Indian army... That's it..,OAG,NGEN,Should not be a fagot in the Indian Army ... Tht's per ..
2957,C29.24,"मीडिया को चाहिए कि, वो सबूत के सात विडिओ बना ये अगर मीडिया सबूत ना दे तो उनपर
कानून बनाकर सजा मिलनी चाहिए।",CAG,NGEN,"Media requires that, he made seven video evidence that if a media evidence should not be punished by the law on them."
2958,C4.2120.1,@Anonymous alien Randi ke bacche hain sab ke sab Bollywood wale,OAG,GEN,@ Anonymous alien pickup the child that all pixels of all
2959,C4.643,"Lagta hai iske paas paise nahi the Hall mein movie dekhne ke... Jab movie TV
pe release ho gayi tab aaya hai analysis leke..",NAG,NGEN,Seems to see the movie in its had no money Hall ... When the movie Pay TV came then was released analysis giving ..
2960,C32.150,"क्या खूब ऐक्टिंग की है चंदू सच मे कोई बड़ा रोल मिलगया उसदिन धमाल मच जाएगा ।  
जानदार शानदार एक्टिंग चंदू सो सुपर",NAG,NGEN,What are acting Chandu will really caused a big role Milgya Usdin bang on. Super living great acting Chandu sleep
2961,C32.130.2,Mujhse dosti karna hai call karo phone rate mera number kahan se ho6393830912,NAG,NGEN,Call me hobnob phone rates are where my number 6393830912
2962,C4.702.5,Ye tum meme se padh ke aye ho hero mt bno,NAG,NGEN,They Do not be a hero to come to read Meme
2963,C4.1336,Kutte ki tarah pyaar sahi kaha 😂😂,NAG,NGEN,Right love of dogs
2964,C59.69,Jio Vai😃😃😃😃😃,NAG,NGEN,jio Go
2965,C7.1331,awosome dil Jeet liya aapne,NAG,NGEN,Avosome won the hearts you
2966,C7.1584,bhai dara ka konsa pyar hota h,NAG,NGEN,Brothers is which one love Dara
2967,C7.2395,Ohhh bhai TRP mil gai...,NAG,NGEN,Ohhh bhai TRP mil gai...
2968,C4.491,"AAP SACHMUCH CHUTIYAA HO JO DUSRO KO TO GYAN BAAT TAA HAI .KHUD APNI REAL LIFE
MEI APNI BAATO PE STABLE NAHI REHTAA .BHAAD MEI JAA TU FRAUD",OAG,NGEN,If you're really bloody others who have knowledge about the Kkhud going to lose Kbadh word on stable in real life you Fraud
2969,C7.558,"sahi bola bilkul, par yeh bhi h movie m pretti bhi dumbo thi bilkul matlb apna
khud karna h kuch usse ya nahi😂 jo kare bechara oabir hi kare",NAG,NGEN,"Rightly said exactly, but it was also pretty Dumbo in schools movie just means they have to own anything or does not have that to poor Oabir"
2970,C45.710,भाई हिन्दी में बात करो,NAG,NGEN,Brother Talk Hindi
2971,C32.107.1,@Ali Khan 😡😡😡,NAG,NGEN,@ Ali Khan
2972,C36.922,"Ek nara humarey samlangik jawan bhi dengay.  
Kadam kadam badaye ja,gandu bankey gaand maraye ja😬😬😌😂😂  
[#oksorry](http://www.youtube.com/results?search_query=%23oksorry)",OAG,GEN,"Ek nara humarey samlangik jawan bhi dengay. Kadam kadam badaye ja, gandu bankey gaand maraye ja [#oksorry] (Actiteepi://wwvkutubkcom/rijlts?src_kweri=%23oksorry)"
2973,C26.117,"498 a का झूठा केश का धंधा बंद कानून नहिं कर सकता  
इसी तरह खुद में भरोसा और कोसिस बरकरार रखना पड़ेगा",NAG,NGEN,498 may be a false capillary trade-off laws do no have to maintain trust and Kosice in the same way here
2974,C25.464,"police hai to kuch bhi karegi kisi ki bhi jindgi karab karegi.sab proof milne
par karvahi honi chahiye.",CAG,NGEN,Police then will anything be anyone's life worse Kregiksb start the on-proof meet.
2975,C36.632,"Homosexuality illegal ji theek tha aise to indian culture pe bahut bura effect
padenga shadi jaise pavitra rishte ka bhi koi importance nahi rahenga",CAG,GEN,Homoseksualiti Illigl G was fine with the Indian culture on a very bad effect Pdenga wedding will not have any importance in sacred relationship
2976,C10.258,नपुर,NAG,NGEN,Npur
2977,C36.688,Sir lesbians ke lia bhi aysa hi rules hona chahia,CAG,NGEN,Should also do the same rules for Sir lesbian
2978,C4.2171.3,sonic raj bhai mko b 10 saal se jyada ho gya bollywood movie dkhe hue,NAG,NGEN,Sonic Secrets brother over makow B 10 years of Bollywood movie Dke
2979,C36.1068,"Honi chahiye sir bs Bo Apna km shi kre baki koi apne personal life kyq kr hme
kya mtlb itni freedom to honi hi chahiye taki Bo apne sapne pure kr ske chahe
koi bhi field ho..",NAG,NGEN,Honi chahiye sir bs Bo Apna km shi kre baki koi apne personal life kyq kr hme kya mtlb itni freedom to honi hi chahiye taki Bo apne sapne pure kr ske chahe koi bhi field ho ..
2980,C4.1439,Maa ki choot kabir singh ki....or poore Bollywood ki...,OAG,GEN,Mother Cut Kabir Singh .... and the Bollywood ...
2981,C10.1191,"Nafrat karo, etni karo, bhar bhar kay karo kay doob maro, janwar salo, janwar
bhee sharam karta ho gah tum par nasoor salo,",OAG,NGEN,"Hate Women, attorney, or that I filled the sink, the year of the animal, the animal also helps you cross the scourge of shame Gah year,"
2982,C4.453,"aa gaya ek aur reviewer , gyanni of bollywood , gyaani of mens , hum to bhai
chutiye hi reh gaye",CAG,NGEN,"Came another Raviaver, Gyanni of Bollywood, Giani of men, we brothers live Cutiye"
2983,C36.724,"Ager Army hud Gand maryay gi toh dushman k sth kesay laday gi.dushman mulk ki
gand maray gy..😂😂😄",CAG,NGEN,If Army hood Gnd Mryay BG loses Dushmn the state-how went kicked ass fought Ga.dushmn country ..
2984,C4.686,"Respect for swetabh bhai has been increased after this video ...  
  
Varna kayi log Kabir singh ka gungaan karke views Bator rhe hai aajtak ...  
  
Abhi lap kaptaan aayi ..kisi chutiye ne nhi dekhi ..",NAG,NGEN,Respect for swetabh bhai has been increased after this video ... Varna kayi log Kabir singh ka gungaan karke views Bator rhe hai aajtak ... Abhi lap kaptaan aayi ..kisi chutiye ne nhi dekhi ..
2985,C7.988,"Love story kahan tha bhai is film mein?? yeh toh lust story tha. Aur bhai tum
andhey ho kya?? Yeh hyper toxic masculinity nahi hai toh aur kya hai?? lagta
hai tum v apna l**da shaant karne k liye road k uper pant k ander ice daalte
hogey. Lagta hai tum v apne gf/wife ko road k uper maarte hogey and uske saath
kitney baar sex kiya count karte hogey. Uske parents k sath kabir singh jaise
baat karte hogey isiliye tumhe yeh sab normal lag raha hai. Aur tum jisko bol
rahe ho k unko movie samajh mein nahi aya woh log certified movie critics
hein.",CAG,GEN,Love story where the brother in this film ?? It might have had Lust Story. Aur bhai tum andhey ho kya ?? Yeh hyper toxic masculinity nahi hai toh aur kya hai ?? Suppose you and your l ** da shaant karne k liye road k uper pant k ander ice daalte hogey. Lagta hai tum v apne gf / wife ko road k uper maarte hogey and uske saath kitney baar sex kiya count karte hogey. Uske parents k sath kabir singh jaise baat karte hogey isiliye tumhe yeh sab normal lag raha hai. Aur tum jisko bol rahe ho k unko movie samajh mein nahi aya woh log certified movie critics hein.
2986,C19.126.1,Premier show dekh kar,NAG,NGEN,See premieres
2987,C4.1438,Bhai mee wait kr hi rhA tha 🤣🤣🤣,NAG,NGEN,Brother was also VAT
2988,C7.1329,"Bhai bhot zabardast critically review diya hai aapne!! Best speech - ""Pant me
Barf dal liya"" 😆😆😆😆😆❤❤❤",NAG,NGEN,"Brother is very powerful Kritikally review you !! Best Speech - ""managed to put ice in Pant"""
2989,C7.273,Aapke per kaha he sahab ji... AAPKO TO DIRECTOR HONA SAHEYA THA😂😂😂,NAG,NGEN,Said your feet Hey sir ji ... You were companions to the Director
2990,C4.88,Bilkul sahi hai bhai 🤣🤣🤣👏👏👏,NAG,NGEN,Brother all right
2991,C7.2439.1,"Thank you so much Unsubscribe karne ke liye... Vaise bhi sabhi log sachchai
nahi sun sakte !",CAG,NGEN,Thank You to Unsubskribe much sleep ... everyone anyway can not hear the truth!
2992,C7.1201,Bhai ye review tha ya hate speech hai liberals or feminist KE liye 😂😂,CAG,NGEN,Brother These review or hate speech to Liberals and feminist
2993,C7.815,"Aap jis स्त्री se dosti krna chahte ho jese aapki t shirt pr likha h..wo kisi
ki bahen ho sakti h bhai  
Vibhats be hayaaee hamare kultur ka part nhi aap nangepan ko aadhunik bol rahe
ho to phir janwar me aur ham me kya farq rehta h  
We are human and we have our culture hope u understand",CAG,NGEN,Aap jis woman se dosti krna chahte ho jese aapki t shirt pr likha h..wo kisi ki bahen ho sakti h bhai Vibhats be hayaaee hamare kultur ka part nhi aap nangepan ko aadhunik bol rahe ho to phir janwar me aur ham me kya farq rehta are We are human and we have our culture hope u understand
2994,C32.34.5,@nripen rajbongshi 19,NAG,NGEN,@ Nripen Rajbangshi 19
2995,C7.1794,Bhai tu bkchodi km kiya kr or film pr baaat kiya kr😡,OAG,NGEN,Brother you have less Bkchodi the Bayat on car and movie car
2996,C25.7,"498a jhuta case hua miss use karne wale ladki yon aur unke pariwar kya saja
dega issue sawal jawab chayea ghus kha kare pulice wale Saja kya hOAG",CAG,NGEN,498 received a false case was Miss use to which the girl s and their families what punishment will issue FAQ grim eating bribe police punishment What Hoyg
2997,C19.91,Aaj ke baad kabhi review mat Dena ..,CAG,NGEN,Do not ever review after today ..
2998,C26.150,Bohut badia bhai👍👍👍,NAG,NGEN,Bohut ahead Brother
2999,C9.313.4,"Gentleman 123450 mera comment ko aap lagta hai nahin samjhe bhai, main bhi to
wahi bata raha hoon jo aap kehna chahte hain, maine ek misaal diya.",NAG,NGEN,"Gentleman 123,450 not my comment seems to have got a brother, I'm telling you what you want to say, I have an example."
3000,C10.104,"अरुंधति रॉय ने बहुत अच्छा suggestion दिया है, क्यों न ऐसा किया जाये की अरुंधति
रॉय जब अगली बार अपना पासपोर्ट रेनू करवाने जाये तो अपना नाम रंगा बिल्ला और अपना
एड्रेस रेस कोर्स रोड लिखवाएं, अगर वो शुरुआत करेंगी तो मैं भी फिर उनके विचार का
पालन करूँगा",NAG,NGEN,"Arundhati Roy has been very good suggestion, why not go get it done with Arundhati Roy, the next time your passport Renu so will your name painted badge and your address RCR dictate, if they start so I still follow their thoughts will"
3001,C7.308,"Faltu log hi tulna kar rahe hai.Bhai,story hai aur actor sirf apna character
play kar raha hai.ismein tulna [q.Company](http://q.company/) ka naukar
hamesha khudko boss se tulna karta hai,par woh yeh bhul jaata hai ki agar
usmein itni ability hoti to woh us jagah hota.naki sirf ek naukar bankar
[rehta.To](http://rehta.to/) yeh naukaro ki soch hai.Unhe lagta hai unhe bahut
aata hai par sach mein woh big zero se jada kuch nahi.",CAG,NGEN,"Faltu log hi tulna kar rahe is Haikbai, story and actors just your character Play Hakismein tulna [Kyukkanpani] (Actiteepi://kyukkanpani/) ka naukar hamesha khudko boss se tulna karta hai, on woh yeh bhul jaata hai ki agar usmein itni ability hoti to woh us jagah hota.naki sirf ek naukar bankar [Rhtakto] (Actiteepi://rhtakto/) seems yeh naukaro ki soch Haikunhen makes them very the fact that a JD from big zero."
3002,C20.269,Pa pae pae pae... Band karo yaar. Kya bKwS review karti ho..,CAG,NGEN,Plant Pai Pai Pai ... Stop Man. What does nonsense review ..
