,ID,Text,Sub-task A,Sub-task B,en_translation
3103,C45.292,"Sobai daksi bolsa Peter daya korsa,,,,,odar ki hat pa nai,,,...",NAG,NGEN,"All dakasi balsa their hands and feet have the stomach for the course ,,,,, ,,, ..."
3104,C68.857.1,Ranu Bat,CAG,NGEN,early Bat
3105,C55.129,"ওই মাগি কে ফাসি চাই তারপর মাগির মা বাবা কে ওর মা বাবার জন্য এইসব হয়েছে ওই
শালিরা মেয়েকে মানুষ করতে পারলো না",OAG,GEN,Who would like to hang the cunt cunt and then her parents for parents and carers of these people could not have been the daughter of the salira
3106,C59.2396,তুই তো গান নি পারিস না,NAG,NGEN,You did that song does not belong
3107,C68.992,Apni akdom tik bolachan ok j mara uchit chotolok mohila,CAG,NGEN,He said okay you should die in chotoloka
3108,C45.421,A6a ata kothay ?? Amr bari kakdwip,NAG,NGEN,"Oct. 6, where it is given ?? My house kakadbipa"
3109,C59.1814,Vi ore jota de mara osit,OAG,NGEN,Vi ore which is part res de mara
3110,C59.771,তোমাৰ কথা চততি,NAG,NGEN,Catati to tomara
3111,C66.36,জয়ার সাথে সৃজিতের কোন সম্পর্ক ছিল না। আজাইরা কথা কম বলেন।,CAG,NGEN,Jaya had nothing to do with the creation. Less said about hell.
3112,C55.70,"Ei khanki magir guda shoot kora eke er suorer moto baba mayer sathe langto
kora jalia deao uchit",OAG,GEN,Cunt cunt slut filmed suorera the center of the parents should be given to the fisherman to lanto
3113,C45.628,Ata Kothai dada??,NAG,NGEN,Where is it grandfather ??
3114,C45.569.2,@M. ALI নাম্বার কিসের জন্য,NAG,NGEN,@M. What is the number ALI
3115,C45.649,শিয়ালদহ থেকে যাবার ঠিকানা টা বলবে,NAG,NGEN,From Sealdah to address and answer
3116,C59.1218,রানুকে জুতা মারো,OAG,NGEN,Ranuke shoes hit
3117,C59.2159,রানুর মুখে জুতা মারা হোক 🐕,OAG,NGEN,The shoes will be killed Amanullah
3118,C68.148,Dada tomar songhe ami eak mot,NAG,NGEN,I am with you a total of brother
3119,C68.1296.3,1 mot,NAG,NGEN,1 v
3120,C59.1947,Tui kar sarvent,OAG,NGEN,Ntui the servant
3121,C59.839,আচ্ছা তুমি কি মিরাক্কেল করতে?,NAG,NGEN,"Mirakkelera Well, what do you do?"
3122,C44.202.2,"আমরা যতটা পারি আমার মেয়েকে খুশিতে রাখি,,,,,এবং আপনাদের বলতে লজ্জা নেই আমি ওকে
বোঝাই যে আমি ওর বাবা এবং মা,,,,,,,,,,এবং কখনো কখনো আমি শাড়ি,,ব্লাউজ,, কানের
দুল,,টিপ,,হাতে চুরি,,চোখে কাজল পরে ওর মা সাজি আর এসব দেখে ও খুব হাসে এবং ওর
হাসির ছবি তুলে facebook এ পোস্ট করি,,,,,,,,,,আর ওর হাসিটাই আমাদের কাছে খুবই
দামি,,,,,,,,,,,,,,,আমার facebook এ আপনারা দেখেন,,,,,,,,,,,,,,,,,,,,,সব
দেখবেন,,,,,,,,😥",NAG,GEN,"I can keep my daughter happy as we are not ashamed to tell you ,,,,, and I mean that I am his father and mother, and sometimes I ,,,,,,,,,, gold earrings ,, ,, ,, blouse ,,,,,,,,,, ,,,,,,,, my facebook so you will see all ,,,,,,,,,,,,,,,,,,,,,"
3123,C46.165,Mamata thakle airokamei have mamatake taran,NAG,NGEN,Have a mamatake Tarn continually without mamata
3124,C46.229.5,Madarchod katua sob,OAG,GEN,Mofo Ktua Sob
3125,C62.10,অপু তোমার সোনার পল পলি টা কত বড একটা লাইভ দাও না প্লিজ,NAG,NGEN,How big is your gold at APU Paula Patty Please do not give a like
3126,C59.2206,Daaaarun Bhai.,NAG,NGEN,Dayarum brother.
3127,C68.710,Bhikhari ranu mondal,OAG,NGEN,Beggars Rnu Board
3128,C59.2268,সুপার ভাই,NAG,NGEN,Super Brother
3129,C68.927,খুব ভালো,NAG,NGEN,Very good
3130,C68.394,সালি বিকারিনি,OAG,NGEN,Sali bikarini
3131,C59.116,Tumi kre dekau to,NAG,NGEN,Show me the
3132,C68.1144,Beiman,OAG,NGEN,Dishonest
3133,C59.804,Bhai sera video kore6o 😂😂😂😂😂,NAG,NGEN,Brother 6 and the video
3134,C59.1081,👍👍👍,NAG,NGEN,
3135,C59.992,বালের পেটে ঘি হজম হয়না এটাই সত্যি😂😎😎,CAG,NGEN,"Ghee is not digested in the stomach sister, it's true"
3136,C45.483,দাদা আমি ভাবছি আপনি এই ভিডিওটা কত রিক্স নিয়ে বানিয়েছেন,NAG,NGEN,I wonder if you made this video about how grandfather Risk
3137,C46.17.1,😠😠😠😡😠,NAG,NGEN,
3138,C65.358,pori ke amr abnormal mne hlo,CAG,NGEN,Fairy felt my ebanaramala
3139,C45.753,বারুই পুর কোথায় ভাই,NAG,NGEN,Where is the brother of Baruipur
3140,C61.744,Chita ramamandal demon kutta Sali,OAG,GEN,Chita Rammondl demo dog Sully
3141,C68.731,আরে ভাই বে জাতের মানুষ জাত উঠলে এমন ওই হয়!,CAG,NGEN,If and when people are varieties of species in the Bay Hey brother!
3142,C46.40,sastti chai,NAG,NGEN,Like punishment
3143,C59.2152,😀 😀 😀,NAG,NGEN,
3144,C59.1175.2,Please arokom bolben na,NAG,NGEN,Please do not say that
3145,C45.722.4,@bipul mallick ebaba Chi chi,NAG,NGEN,Aww huge Mallick @ Chi Chi
3146,C59.2156,Nice job yaar,NAG,NGEN,Nice job eligibility
3147,C44.223,Amar channel tao subscribe Kore dao plz. Help for 1k,NAG,NGEN,"Let tied to my channel, please subscribe. For help 1a"
3148,C61.325,Kanki..akta,OAG,GEN,Kanki..akta
3149,C59.1350,আপনার কথা গুলো অক্দম ঠিক ।।।।খুব ঘ্যমী হয়ে গিয়েছেন্ রানু দী ।।।।,NAG,NGEN,Exactly .... Your words have been very ghyama Ranu the ....
3150,C59.1886,Ranu paglichudi,OAG,NGEN,wound paglihudy
3151,C44.184.1,Toder modhhey hoyy,NAG,NGEN,Within guys hayaya
3152,C61.1101,"তুই তো কুততা আর মানুষ জানে কুততা পেটে ঘি সয়না আসতা মাগি একটা খায়তো ভিক্ষা করে
আর এখন আমি তো ভিখারি ছিলাম না কে কে এক মত পিলিজ একটা লাইক",CAG,GEN,"And I know you kutata kutata belly butter sayana asata a khayato cunt begging and now I was a bum, like the one who's like pilija"
3153,C61.887,boka choda cheno ranu di na chinle mirror ar samne darao aktu dekhte pabe,CAG,GEN,"The film is not a fool, you know Ranu known to be able to see a little stand in front of the mirror"
3154,C59.539,Eke dkhle na maathaye volcano phaate!!!🙄...beshi ghyam,CAG,NGEN,Do not center on the possession of a volcano ... more ghyama Faten !!!
3155,C68.815,Haramjada,OAG,NGEN,Bastard
3156,C44.20,যতসব নাটক,NAG,NGEN,The drama
3157,C45.686.4,আপনি ও গিয়ে ছিলেন নাকি,NAG,NGEN,If you were going to do and
3158,C59.194,Tor Face expression janlewa re bai😍😍,NAG,NGEN,Tor face expression murderous Ray Bai
3159,C68.599,Shala fokirer bacca,OAG,NGEN,Fakir shed baby
3160,C68.1190,Ranudi jemon beyman temon tar meye sarthopor,OAG,NGEN,Beyamana as selfish as his daughter ranudi
3161,C46.100,ফাসি দিয়ে মারতে হবে,OAG,NGEN,To kill by hanging
3162,C68.129,রানুর মত কোটি কোটি শিল্পী ভারতে আছে সবাই সুযোগ পায় না,CAG,NGEN,"In India, there are millions of artists like Amanullah not everyone gets the chance"
3163,C68.541,Soytan,NAG,NGEN,I am so
3164,C59.1474,"Kothar moto kothai ase j kom joler mas beshi jole giye porle onek beshi lafa
lafi kore temoni ranu mondal korse jokhon dhora porbe tokhon ter pabe",NAG,NGEN,"Where words come as h less water than if you jump into the water for more than month, so Ranu laphi Zone courses to be able to feel when he caught"
3165,C61.640,তোকে চুদবো যে শালি শালি ভিখারী,OAG,GEN,Cudabo thee sisters in law meant that the sisters in law
3166,C59.506.4,Amar bomi asee🤮🤮🤮🤮🤮🤮🤮🤮,CAG,NGEN,I came to vomit
3167,C68.1071,Celibraty na ona ke laboratory dorkaar,CAG,NGEN,Celebrities who do not need laboratory
3168,C68.458,"ঠিক বলেছেন দাদ। অামার মনে হয় উনার মাথায় সমস্যা আছে,,,",CAG,NGEN,"His older brother just said, I think there are problems in mind ,,,"
3169,C59.757,Ranu k dakhle amr poty bandho hoye Jay.....,CAG,NGEN,Ranu who have seen my band goes off .....
3170,C59.2098.2,একদম,OAG,NGEN,Utterly
3171,C59.1391,Dada tumi Sera❤❤❤❤❤❤,NAG,NGEN,You sera dada
3172,C68.914.3,Thik bolecho,NAG,NGEN,Right
3173,C45.773.3,Duniate kajer ovab,NAG,NGEN,Lack of work in the world
3174,C59.1454,Ai ranu jobe theke gankorche Sala amader shobai ke chode diche.,NAG,NGEN,Can this Ranu ganakarache year from all of us who are posted.
3175,C44.218.2,"@subhasis dey age nijer mayer pod ta thik kore marte sekh, tarpor lokerta
marar kotha bolbi, khnkir chale baper thik nai, tar abar baro baro katha,
shala schedulcast, toder purba purushra loker bathroom poriskar korto, tara
abar annake illiterate bole, bhable o abak lage",OAG,GEN,"@subhasis dey age nijer mayer pod ta thik kore marte sekh, tarpor lokerta marar kotha bolbi, khnkir chale baper thik nai, tar abar baro baro katha, shala schedulcast, toder purba purushra loker bathroom poriskar korto, tara abar annake illiterate bole, bhable o abak lage"
3176,C59.1662,love you vai,NAG,NGEN,love you vai
3177,C44.226.3,@হিয়াশা জামান হীর tui akta bantuhin.,OAG,NGEN,Zaman hira @ hiyasa tui akta bantuhin.
3178,C59.268,Osm vaii Tumne a66ha Diya o ranu ko,CAG,NGEN,Osm Y have received 66 percent have programmed the Renu
3179,C65.368.4,🤗🤗🤗,NAG,NGEN,
3180,C44.63.1,"Jatoshab ভুলভাল বাংলাদেশী, যাদের নিজেদের কোনো standard নাই, তারা আবার কমেন্টস
ও করে 😆😆",CAG,NGEN,"Jatoshab mistakes Bangladeshi, who did not own any of the standard, and that they Comments"
3181,C59.2292,কি দিলি রে ভাই তুই 🤣🤣🤣,NAG,NGEN,"What are you, my brother Dili"
3182,C68.117,জুতোর ভেতরে পারফিউম মার,CAG,NGEN,Shoes and perfumes in Kumar
3183,C46.109,"Je lokta host krche mane je golpo take represent korche ei loktar kotha bolar
style ta just joghonno...ektuo valo lgena.....",NAG,NGEN,That means that he is the host of this story is the man to talk to him ripresenta jaghanna style ... it's just not good at all .....
3184,C68.893,Baooo👍👍👍👍👍👍,NAG,NGEN,BA OOO
3185,C68.792,তিনিকীগনকবিখারিরমোখভিখারীমানায়ভেরীগোড,CAG,NGEN,Tinikiganakabikhariramokhabhikharimanayabherigoda
3186,C59.1741,"Aisa video sirf bengali log ki banaya aap log ku aisa soch rete ho kisi ka
bala hota ha ho dek nahi sakte ku aisa",NAG,NGEN,This video just Bengalis of Bnaya you can not see people Oh ha anyone to think like cry ku it
3187,C59.2345,Ranu di manus na ladies kutta.,OAG,GEN,Ladies ranu de manus of the worm.
3188,C45.134,ভিডিও টা কি পেন ক্যামেরা দিয়ে করছেন?,NAG,NGEN,What are the video pen camera?
3189,C59.1543,Super vai,NAG,NGEN,Super will
3190,C44.285,Eidhoroner video upload bondo korun,NAG,NGEN,Upload videos to bond eidharanera
3191,C59.344,রানু মন্ডল একটা খয়রাতির বাচ্চা,OAG,NGEN,A Charitable child Ranu Zone
3192,C44.261,Pagla choda,OAG,GEN,Pagla left
3193,C59.388,"বা!
দাদা সত্যি বাস্তব বলেছেন।
কিন্তু একটা অনুরোধ
দয়াকরে এইসব অকৃতজ্ঞ মানুষের নিয়ে আর কোনো video বানিয়ে নিজের সময় নষ্ট করবেন
না।।।",CAG,NGEN,"Or! The grandfather is real. Please ask about these ungrateful people, but no one made video Do not waste your time ..."
3194,C68.989.2,"I believe sob kichu vagabaner name samarpon Kore nijer montake shanto Kore
rakha..manus to manusi...nijer life banchie rakhte manuske kichu kaj Kore
income korte hoy..ekhane Choto boro kono kajke alada Kore bichar kora uchit
noy...famous hoe proud feel kora uchit noy...kono Choto kaj koreo monke dukho
deoa uchit noy...",NAG,NGEN,I believe sob kichu vagabaner name samarpon Kore nijer montake shanto Kore rakha..manus to manusi ... nijer life banchie rakhte manuske kichu kaj Kore income korte hoy..ekhane Choto boro kono kajke alada Kore bichar kora uchit noy ... famous hoe proud feel kora uchit noy ... kono Choto kaj koreo monke dukho deoa uchit noy ...
3195,C45.800,"এদের পেট চলে এভাবে ।এদের পেটে লাথি দিও না ।এরা অনেক কষ্ট করে জীবন ধারণ করে।
উপার্জন করার কোন ওয়ে আর এদের নেই",NAG,NGEN,Do not give away the belly of the era kicked in the stomach edera live a lot of trouble. There is no way of making them
3196,C68.910,"Unar mathai ashoile te kisu nai to jar jonne bhul bhal bolse manoshik
chikissha koranor proyo jon apnara tai korun thank you",CAG,NGEN,"Some on his head, I did not actually belongs to the person you are about to make a mistake so please cikissa good balase mental Thank You"
3197,C59.1245,ভাই নিজে কিছু করে দেখাও ।,NAG,NGEN,"Brothers, since those things."
3198,C59.1470,Darun laglo dada...,NAG,NGEN,Grandfather was great ...
3199,C59.921,Yes রানু কে দেখার ইচ্ছা করে না,CAG,NGEN,Yes Ranu who do not wish to see
3200,C59.2360,ভাই অনেক অনেক ধন্যবাদ আপনার কথা শুনে কমেন্ট না করে আর পারলাম,NAG,NGEN,"Thank you very much for your brother, and I have not heard the comment"
3201,C68.218,"Apni akdom thik Kotha blechen dada...............
R oi Ranu khanki magi k station e fele mrte hoi......sala......
👇👇👇",CAG,GEN,Apni akdom thik Kotha blechen dada ............... R oi Ranu khanki magi k station e fele mrte hoi ...... sala ......
3202,C59.518,Khub valo bole6o,NAG,NGEN,Blair is very good 6
3203,C45.595,Jaygatar name,NAG,NGEN,Jaygatar name
3204,C59.863,Bah bah bah bah vai tumi hiro,NAG,NGEN,Bah bah bah bah global Tumi Hero
3205,C45.452,"Vai......ke Koro Tumi?
Only u tube naki kono job na ki bisness??koto taka help korle last e onader?
Oe je didi,maa e der muk gulo dakhele Oder Kichu u tube basinda der kache
Choto korar cheasta korle......Tate Tumi khub ki moja Pele?
Last e Tomar muk Tao to dakheate parte?
Ae gorib manus der pod e na lege bir er Moto kaj Koro......Kichu govt
depertment er scam video Koro.....
Good luck",CAG,NGEN,"Vai ...... ke Koro Tumi? Only u tube naki kono job na ki bisness ?? koto taka help korle last e onader? Oe je didi, maa e der muk gulo dakhele Oder Kichu u tube basinda der kache Choto korar cheasta korle ...... Tate Tumi khub ki moja Pele? Last e Tomar muk Tao to dakheate parte? Ae gorib manus der pod e na lege bir er Moto kaj Koro ...... Kichu govt depertment er scam video Koro ..... Good luck"
3206,C59.1237,Saggor bal o boro.....,NAG,NGEN,Saggara Baal and boro .....
3207,C59.2255,এরা এমনই হয়। বাংলাদেশ থেকে বলছি। বানরের হাতে খুন্তি দিতে নাই।,CAG,NGEN,It is the same. This is Bangladesh. If the monkey is not the spud.
3208,C61.1619,Banchod puti kha vikhiri choda mal banchod,OAG,GEN,Bncod cyst eat Vikiri left feces Bncod
3209,C55.102,Cela manush na magi manush?,OAG,GEN,Cell people cunt people?
3210,C59.1339,"Ranu di thik. Onar mathay ukun nei.. poka ache.. erom rsty ghurte ghurte je
karo hlka tar kete jay.. ar onake niye amra e besi mata mati korechi. Amrai
reward peyechi.. gaan erom oneke gay boss.. ahamori kichu na..",NAG,NGEN,Ranu di thik. Onar mathay ukun nei .. poka ache .. erom rsty ghurte ghurte je karo hlka tar kete jay .. ar onake niye amra e besi mata mati korechi. Amrai reward peyechi .. gaan erom oneke gay boss .. ahamori kichu na ..
3211,C59.282,Osm video yr 🙏,NAG,NGEN,Osm video yr
3212,C59.526,Darun deyacho boss,NAG,NGEN,Including a great boss
3213,C61.1038,Sali vikare ramdi,OAG,GEN,Sister Vikare pickup
3214,C68.404,"R sojjo hocche na dadavai. Ei rastar kukurtar eto bar, sojjo hocchwy na.
Atindra dada k eivabe opoman koreche oi paglita. Otake rastay fele juto maro",CAG,NGEN,"Not far from Grandpa. This dog is so often the road, not far hacchabi. Thus, those who have insulted pagalita atindra grandfather. Footwear hit it down the street"
3215,C45.201,**MAAL** AKTAO VALO NAA,NAG,GEN,** ** material is not a good
3216,C65.175,এই মেয়ে টা অনেক বেয়াদব।,OAG,NGEN,This girl very undisciplined.
3217,C68.857.5,Thick bolachen,NAG,NGEN,Thick bolachen
3218,C66.45,"নিজের তো সব গেছেই এখন মেয়েটার জীবন শেষ করতে আকাটা বিয়া করছে। খুব বেশী না,
মাস নয় থেকে ছয়
মিথিলার হবে পরাজয়।",CAG,NGEN,"Her own life to end all uncut gechei now are married. Not too much, not months to six Mithila defeat."
3219,C65.290,এই মেয়েদের গুলো কি ফুটপাতে জন্ম,CAG,GEN,What are the women of the pavement
3220,C68.1337,নিজেকে জ্ঞান দাতা মনে করছে। মানুষের ভালো দেখে তোর কোথায় ফাটছে,CAG,NGEN,Knowledge is considered the donor himself. Where do you see the good phatache
3221,C68.334,Jara goref taka to taka done hoi na 👢👢👢👢👢👢👢👡👡👡👡👠👠👠👠👟👟👟🧦🧦👞👞👢👢,NAG,NGEN,I do not think money is the money grepha
3222,C58.470.4,@Snake Musica ki vedio vai,NAG,GEN,@Snake Music ki vedio go
3223,C59.1255,Akdom thik bole6o👍👍👍👍👍,NAG,NGEN,Statistically speaking precisely 6 micro
3224,C68.66,রানু মন্‍ডল পাগল,OAG,NGEN,Ranu Zone crazy
3225,C59.1121,Sera da.... Love you 💖💖,NAG,NGEN,Sera da.... Love you
3226,C68.213,"Atindra bhai kothay gelo? Jai hok ranu mandal er life to kichhu diner jonno
God set kore diyechhilo. Kintu ahankar ranu ke ses kore dilo. Or. Meyeta
kothay gelo?",CAG,NGEN,Atindra bhai kothay gelo? Jai hok ranu mandal er life to kichhu diner jonno God set kore diyechhilo. Kintu ahankar ranu ke ses kore dilo. Or. Meyeta kothay gelo?
3227,C61.1816,মাগি আগে কথা বলা শেখ তার পর ভিডিও বানাশ,OAG,GEN,After talking before cunt finest video banasa
3228,C68.916,Dada oke oi ager jaygata dite a parben na ake Akbar pele or gola sire ditam😠😠,CAG,NGEN,The first place will not be able to give it to her grandfather on his throat if he would sire
3229,C59.1032,toke bolbo baaaa mather........ baaaaaa,NAG,NGEN,Parents will tell thee the field ........ baaaa
3230,C59.486,Dada valo decho,NAG,NGEN,Good Dutch grandfather
3231,C46.124,অামাদের দেশের অাইন বালের অাইন!,NAG,NGEN,Baal Act Act in our country!
3232,C68.337,Raru mondol baiman,OAG,NGEN,Raru Mondol Biman
3233,C59.1053,Actually bhai ranu mondoler moto joghone vikhari nai,CAG,NGEN,Mandal is not meant as a jaghane katulya brother Ranu
3234,C68.719,"Ami jani na ranu mondol k niye eisob kotha apnaky k bolychy j tini eisomoy
eisob bolechen ....r video tar caption chilo ki r dekhalen ki kothay k kaky
juto diye marchy...apnarao paren sotti view paoar jonno ato kichu kno🙄🙄🙄",CAG,NGEN,Ami jani na ranu mondol k niye eisob kotha apnaky k bolychy j tini eisomoy eisob bolechen .... r video tar caption chilo ki r dekhalen ki kothay k kaky juto diye marchy ... apnarao paren sotti view paoar jonno ato kichu kno
3235,C68.505,"সবিই ভালো লাগলো কিন্তু কোয়েল মলিলক সবার সামনে রানুদির মুখে জুতা ছুড়ে
মারলেন,এটা তো দেখাইলেন না।",NAG,NGEN,"Sabii nice, but threw shoes at Quail malilaka ranudira in front of everyone, it never showed."
3236,C61.1039,এই মাগির বেটি তুই একটা খাছ মাগি রানু অহংকারী,OAG,GEN,This particular cunt cunt Betty You're a proud Ranu
3237,C59.925,"Onar Ego-r Sathe unio Dube geche... R asbe na chinta nei... Ebar vogoban er
chakor noy Vogoban e niye geche...... R onar meye ke R o onk👠👠👠👠👠👠👠",CAG,NGEN,"Fairly simple sank to his ego's ... Do not worry ... I will not be the servant of the Lord is the Lord's, and a lot of girls who took him to ......"
3238,C61.1989.1,khan ki magi aktaappy's interests,OAG,GEN,Khan Magi Aktappy's Interests
3239,C44.183,পৃথিবী দংশের জন্ন এসব পরিচালক ই যতেস্ট,NAG,NGEN,The director for the destruction of the earth enough
3240,C45.799.3,ভাই একটু কষ্ট করে বলে,NAG,NGEN,Brother to a little trouble
3241,C44.351,"ভাই বোনের সম্পর্ক হয় মিষ্টি ভালোবাসা প্রেম হয় ভাই বোনের মাঝে,,,, ছি ছি কোন
সমাজে বাস করি",NAG,GEN,"Brother sister relationship is love sweet love between brothers and sisters live in a society phew ,,,,"
3242,C59.1140,Ma meye dhoitai pagol,NAG,NGEN,Mother daughter smoky mad
3243,C59.393,Tik,NAG,NGEN,only
3244,C59.738,"Shotti tai..Ranu Mondal ajkalker crazy singer..uni khakon o e Shreya Ghoshal
er moto hoben na



1like for the one and only Shreya Ghoshal💖💖💖💖",CAG,NGEN,Tairanu Zone and the kiddie ajakalakera really crazy singarauni Shreya Ghoshal Do not be like the One and Only Shreya Ghoshal for 1 Leak
3245,C68.1343,Ai mohila k juta khule mara dorkar.faltu akdom 😡😡,OAG,NGEN,A woman died in your shoes off at the darakaraphalatu
3246,C68.269,রানু পাগলী তো লতা মঙ্গশকর সম্পর্ক এ কি যেন আবোল তাবোল বলেছে।,CAG,NGEN,"Yeah, what about the trailer mangasakara Ranu said that nonsense."
3247,C58.466,😜 😜 এটা এক টা খানিক (মণ্ডল),OAG,GEN,It's a short (Mandal)
3248,C68.557,Ei video wala ra desh take shes kore debe,CAG,NGEN,Bala said the video will be the end of an eyeball
3249,C59.2393,"তোমাকে আমি salute করলাম ভাই,",NAG,NGEN,"I salute you, my brother,"
3250,C68.1214,বিক্ষারী আর কি বলবে,CAG,NGEN,What else to say biksari
3251,C45.411,সরকারের কাছে আমার অনুরোধ। এদের সাহায্য করেন। পেটের দায়ে মানুষ কি না করেন।,NAG,NGEN,My request to the government. To help them. What do people do for the stomach.
3252,C46.83,Ader shasti hok...pls.😭😭😭😭,OAG,NGEN,They should be punished ... plisa.
3253,C59.1809,ফাটিয়ে দিয়েছো গুরু,NAG,NGEN,Teacher gave shattering
3254,C62.7,কোন মেয়ে মুসলিম নয়,CAG,GEN,What girl is not a Muslim
3255,C68.346,"Share kore diye6i r ha biral k jotoi khaaoyao tar ma6 er lov kombena haramir
jat haramir jat e thake",CAG,NGEN,"H shares of the 6th, his mother feed the cat a matter of greed kamabena 6 Jat bloody bastard is on Jat"
3256,C68.830,Khoob bhalo lage che,NAG,NGEN,It looks very much there after
3257,C68.890,Daryn laglo,NAG,NGEN,Daryn laglo
3258,C44.193,Chili.....vai-bon vlo basche😱😱 ..ki baje re babaa 😑😑😡,NAG,GEN,Better sit idle ki ..... siblings chili Boom
3259,C59.4,Ekdom thik😤,NAG,NGEN,Exactly
3260,C45.707.4,Amio a6e go,NAG,NGEN,I Non-6th c
3261,C59.2399,কুওার পেটে কি ঘি হজম হয়,CAG,NGEN,Butter dog in the stomach to digest
3262,C59.658,"Bah bah bah.. 3k dislike???? Eto sundor ekta video baniyea6e tar bodole 3k
dislike??? Mone hoi Ranu Mandal er relative rai e dislike kore6e..",NAG,NGEN,Bah Bah Bah .. 3 A disalike ???? This is a beautiful video baniyea 6 instead of 3 disalike ??? Ranu think mandala of the 6th disalike relative Rai ..
3263,C68.131,রানু এখন কোথায়,NAG,NGEN,Ranu is now
3264,C68.478,Shala ke joto dey maru.bekhari,OAG,NGEN,Who shed the de marubekhari
3265,C44.242.5,"@হিয়াশা জামান হীর humki dichhis prane marbi ?
ki korbi bol tarpor dekh
ki re prane mara humki dichhis?
YouTube e humki dichhis ?🤣🤣🤣🤣🤣",NAG,NGEN,Zaman hira @ hiyasa humki dichhis prane marbi? ki korbi bol tarpor dekh ki re prane mara humki dichhis? YouTube e humki dichhis?
3266,C67.80.1,থাম শুয়র,OAG,NGEN,Pillar pigs
3267,C45.423,যোগাযোগের নম্বর দিয়েছিস,NAG,NGEN,We have contact numbers
3268,C61.1217.3,Magi cudi akdam khanki mal,OAG,GEN,Magi cudi akdam khanki mal
3269,C45.723,View korar jonno ai sob korcho,NAG,NGEN,To view these costs
3270,C59.2330,Tomake onek dhonobad asol kotha gulo tule dhorar jonno,NAG,NGEN,Thank you very much for promoting the true story
3271,C61.181,Chodon Mondal....,CAG,GEN,Fcuk Zone ....
3272,C65.162,পাগল সব,CAG,NGEN,Crazy
3273,C59.1579,Ha Ha Ha 😆😆😆😆,NAG,NGEN,Ha Ha Ha
3274,C68.322,👠🥿👟🥾👡👢👞🧦🥾👡👢 at ranumandul pato,NAG,NGEN,and ranumandul duck
3275,C46.170.3,Ekdmm tai,NAG,NGEN,Ekdmm or
3276,C62.75,মাগি মিথ্যাবাদি,OAG,GEN,Cunt liar
3277,C68.1141,একদোমঠিকবলেছেনদাদা,NAG,NGEN,Dada said okay
3278,C59.2266,Ranu mohila ta akebare beyman,OAG,NGEN,Ranu it in the betrayer
3279,C59.2327,খুব সুন্দর হয়েছে।,NAG,NGEN,Was very nice.
3280,C68.791,রানু তো কুকুদের সাথে খেত,CAG,NGEN,The dog ate with Ranu
3281,C45.289,সব গুলাই তো হিন্দু। হাতে বালা।৷৷ এদের পরকালের ভয় নেই তাই এমন নোংরা,CAG,NGEN,All gulai the Hindus. Bracelets ... Do not be afraid to come so that they are dirty
3282,C59.2374,"Ami Jodi Ranu di ke dekte pai na thahole oke keliye abar bhikhari baniye
debo😠😠😠",OAG,NGEN,If I do not see Ranu The Who'll make him a bum again keliye
3283,C68.142,Apni thik bolachan,NAG,NGEN,You're right
3284,C45.698,পতিতাদের জীবন সত্যি খুবই দুঃখের!,NAG,GEN,Really very sad life of prostitutes!
3285,C68.642,👠👠👠👠,NAG,NGEN,
3286,C46.31,"Kothai aci ,sundor akta jibon nosto koredilo janoar gulo fashi chai ,ar kata
gulo ke tarano chi modi",OAG,NGEN,"Let words, a waste of a beautiful life karedilo the animals would be hanged, and how the Chi Modi, who chased"
3287,C46.172,"Ai suorer bacchader mone pore na j ai kutta guloke ak meye jati jonmo die6e?
6i dhikkar amadr ai somajer. Ai deshe naki nari sokti puja hoy.",NAG,GEN,After the pork kids think that this dog was born into the race with a 6th one girl? 6th shame on our society. This is the worship of power or a woman.
3288,C61.2039,Dhr s* ******* fudi,CAG,GEN,Dhr s* ******* fudi
3289,C59.2123,😍😍😍 Osthir....,NAG,NGEN,Unstable ....
3290,C59.234,Ranu mondal ar gan sunla ga jola jai ranu k sojjoi hoi na sala bayman,OAG,NGEN,"Ranu Ranu Zone, and music to your ears you can burn skin does not shed a stand Airlines"
3291,C68.588,পায়ের জুতা পায়েই মানায় মাথাই নয়,CAG,NGEN,"Sandals on their feet, not beyond"
3292,C68.90,Asob bal chal prithibita kono jaygay neii,CAG,NGEN,There is no place in the world Bal bark
3293,C68.1111,Upor bala bole kichu ache,CAG,NGEN,There are bracelets on
3294,C68.884,রানু কে কেলিয়ে দে দে,OAG,NGEN,Who keliye Ranu Dey Dey
3295,C59.1307,Habby diyecho,NAG,NGEN,All gave
3296,C68.610,"আমি বাংলাদেশ থেকে বলছি পায়ের জুতা যতই দামি হোক না কেন সেটা পায়ের মধ্যে
মানায়",CAG,NGEN,I am from Bangladesh sandals no matter whether it was an expensive suit in the leg
3297,C55.139,ওই বৌকে রেনডী খানাতে বেচে দেওয়া উচিত,OAG,GEN,The mother should be sold at the temple rendi
3298,C46.55,Encounter....chai encounter chai,OAG,NGEN,Encounter Encounter'd like to ....
3299,C59.296,Oii ranu k sobai ukun kaoye de re😁😁,CAG,NGEN,Everyone who Ranu aii umkuna kaoye de Rey
3300,C45.413,Gudir beta elaka dekte sasone,OAG,NGEN,Gudir beta Elaka covered Sason
3301,C68.219,যাকে যেখানে শোভা দেয় তাকে সেখানেই রাখা ভাল ।,NAG,NGEN,Coloring that gives the best to keep him there.
