ID,Text,Sub-task A,Sub-task B
C45.164,Bhai Kolkata kothy pabo,NAG,NGEN
C59.2337,ভাই পিয়ালা দিদির গান নিয়ে একটা ভিডিও বানান,NAG,NGEN
C59.1195,Khub valo bolle dada 👌👌👌👌👌,NAG,NGEN
C46.150,"এই সব পিশাচ দের প্রতিদিন একটা একটা করে অঙ্গ কেটে নিয়ে নিয়ে মৃত্যু দিতে হবে
তবেই বুঝবে যন্ত্রণা কি । ফাঁসি দিলে তো সহজেই মরে যাবে যন্ত্রণা অনুভব করবে কি
করে নরকের এই সব জঘন্য কীট রা।",OAG,NGEN
C68.1108,এর জন্য আমরাই দায়ী ওনাকে নিয়ে এতো মাতা মাতি করার কি দরকার ছিল 🙄🙄🙄🙄🙄🙄🙄,CAG,NGEN
C59.1090,Tik bola6o Dada,NAG,NGEN
C45.47,"Ei jaegar nam ki bhai,kothae ache.bolo",NAG,NGEN
C68.468,Balar ranu,OAG,NGEN
C68.613,Ok kono command na kora soja or mukha juta mara uchit ranu ka,OAG,NGEN
C45.645,Varote asob stop kora dorkar..,NAG,NGEN
C61.1859,তুই মাগি বর ভিক্ষারি বুঝলি তুই আবার পর কে ভিক্ষারি বলচিচ,OAG,GEN
C46.165.1,"Ei kutta amon bol6is jano momota nije ase rape kore6e tora sala jar khabe jar
porbe tar namei bodnam korbe beiman kotha kar",NAG,NGEN
C45.657.2,হা হা হা হা,NAG,NGEN
C46.248,Mollar bachara chara kau ai kaj korta parana,OAG,NGEN
C59.1046,উদাহরণ টা 👍👍👍👍,NAG,NGEN
C59.1174,একদম ঠিক কথা ভাই বলছো তুমি।,NAG,NGEN
C68.441,রানুর মতো ফালতু মেয়ে নায় ওর নাম নিলে বুমি আসে চড়ের মায়ের ব্র গ্লা,OAG,NGEN
C59.2403,Akdom dada,NAG,NGEN
C45.476,প্রথমেই শাসন! 😇😇😇,NAG,NGEN
C59.2267,Hmmm Dada Thik Bolecho Tumi,NAG,NGEN
C61.663,Sali bhikhari randy,OAG,GEN
C59.245,Darun diye66oo dada darun jobab neii,NAG,NGEN
C68.227,Amr to first takai ai ranu ka p6ndo hoto na aj sobai buja6a,CAG,NGEN
C68.617,"অহংকার তারাই করে ।
যারা হঠাৎ করে এমন কিছু পেয়ে যাই ।
যেটা পাওয়ার যোগ্যতা কখনও ছিল না।",CAG,NGEN
C59.928,Osadharon bolle vai 2mi just salute to u bcz sottita bolte sobai pare na 🙏🏻🙏🏻😊,NAG,NGEN
C68.71,Kankemage,OAG,GEN
C44.302,মাসির ছেলেকে বিয়ে করাহয়,NAG,NGEN
C44.78.1,krisna tar mamike ****** toot toot toot.,NAG,GEN
C68.362,"ভাবচ্ছি দেখি আমি একদিন রাস্তার গরীব দরিদ্র মানুষের পাশে ঘুমিয়ে দেখবো আর মাথায়
উকুন ঢুকে নাকি কোন প্রকার রোগ আমার হয়।",CAG,NGEN
C68.1313,Darun bollen dada,NAG,NGEN
C59.762,Orsam,NAG,NGEN
C59.540,Darun Diyecho....just awesome.. aro dao ami achi,NAG,NGEN
C68.503,শালার ফকির,OAG,NGEN
C68.1068,Na mono vul na,NAG,NGEN
C45.730,না ভাই ভাইরাল করা দরকার নাই,NAG,NGEN
C68.366,"Ranu Mondal k amar dekhtei ecche kare na or station a vikkha kaj tai Ranur
jonno perfect",CAG,NGEN
C68.735,Asole ahongkar tarai Kore jara sei jinista tader power joggotai nei,CAG,NGEN
C45.600,এটা কোথায় ???,NAG,NGEN
C68.370,"'ভগবান' কে চোখে দেখা যায়না তিনি বিরাজ করেন সর্বত্র।ওনার কাছে সাময়িকভাবে
অতীন্দ্র চক্রবর্তী'র মাধ্যমে দেখা দিয়েছে। তিনি চিনতে পারেননি।

""কুকুরের পেটে ঘি সহ্য হয় না।""এটা ঠিক",CAG,NGEN
C45.107,আগে গুদের নাম্মার পরে ফোনের নাম্বার 😂😂😂,CAG,GEN
C59.2220,Uni jekhane age chilo sekhanei dye acho,NAG,NGEN
C59.269,"আ আ যে কি সুর বের করলো অনেকে রানু মন্ডলে গান শুনে শুনে তারাও সারা দিন পাগলের
মতো আ আ করতে থাকে আবার কাউকে জিজ্ঞেস করলে বলে রানু মন্ডলের এত সুন্দর আওয়াজ তা
করো নেই । সব সময় চারিদিকে আ আ আর আ আওয়াজ।",NAG,NGEN
C59.1093,Ranu Mondol holo ek faltu shingar,NAG,NGEN
C68.1036,Sab thik,NAG,NGEN
C68.856,Ohonkar potonar karon,CAG,NGEN
C66.65.5,😂😂😂😂🤣🤣🤣🤣,NAG,NGEN
C59.2334,Thik ache vay,NAG,NGEN
C68.615,Biman Ranu cccccc,OAG,NGEN
C44.289.1,Abe ota masir meya erokom hote pare,NAG,NGEN
C65.314,তোমারা লাগাও,NAG,NGEN
C59.1494,Fatiye diye6en dada,NAG,NGEN
C59.2154,ওর কথাবার্তা শুনে বোঝা যাই।ওর মেয়ে কেনো দেখতো না খোজ খবর নিতো না,CAG,NGEN
C59.2391,"😃😃😃😆vai apne to akdom tik kota bolcho
Ranu k akon juta mara uchit",OAG,NGEN
C59.1434,Ok ka chans daiya6a sa ak no patha,NAG,NGEN
C68.831,Bokacoda valo video banao,CAG,NGEN
C65.410,তদের দেকার চেয়ে পাগল ভাল,CAG,NGEN
C44.351.3,"Ak ta boli prem sobar modhhe hote pare sobar valobasa ke sorman kora uchit.
Boye and girl modern to prem hotei pare ata to prokritir niyom. Hok na bhai
bon tate ki. Tara biporit gender to botei.",NAG,GEN
C46.41,Fasi chai,NAG,NGEN
C59.2378,যেখান থেকে আসছে আবার সেখানেই যাবে কি বলেন সবাই আমার সাথে কি আপনারা একমত,NAG,NGEN
C45.684,Bokachoda keno giaches,CAG,NGEN
C59.1113,Akdom perfect😘Love you❤️,NAG,NGEN
C58.474.4,"tor oto jolon kiser re.. nijer thobra ta dekh age..profile e to nijer pic
dewar sahos nei to tor gaanr e",OAG,GEN
C59.2298,Ranu dir mukh ta dekle kelanor icha oy,OAG,NGEN
C45.695.1,সেরা খিস্তি,NAG,NGEN
C59.409,ঠিক বলেছো ভাই 👍👍👍,NAG,NGEN
C68.1052,Original photo gallery Sikka Dargah,NAG,NGEN
C59.429,Voter mokhe gan,CAG,NGEN
C59.218,Salar Ak nmb r Aball ranuu...,OAG,NGEN
C46.229.1,@MOHAMMAD sami janowaar sala haramzada 😠😠😠,OAG,NGEN
C59.2065,"ভিক্ষুক তো ভিকারী থাকে তাকে যত উপরেই রাখো না কেনো সভাব এমনি থাকবে অকৃতগ্য
বেইমান একে এতো সম্মান দেখিয়ে কথা বলার কি আছে যে কি না সম্মান দিলে সে রাখতে
জানে না।",CAG,NGEN
C67.44.1,nice Bi,NAG,NGEN
C65.188,অনেক আদর করতে ইচ্ছে করে,NAG,NGEN
C59.2347,"Ranu is a big bokachords,vanchod,",OAG,GEN
C68.1324,অহংকার পতনের মূল পতন কারণ,CAG,NGEN
C68.395,"U R Right bro,,, thik kotha bolecho...",NAG,NGEN
C45.168,Ata kon jaigai,NAG,NGEN
C59.1771,Paka magi,OAG,GEN
C45.691.2,Galagal ki dilo.,NAG,NGEN
C59.2204,dada apni osadharon,NAG,NGEN
C61.1993,"তুমি বড় বাল হয়ে গেছো...
তুই আবার ভিক্ষায় করবি চিন্তা করিস না...বেয়িদব মহিলা তোর প্রচুর হিংসা আর
অহংকার।",OAG,GEN
C68.116,সালা রানু,OAG,NGEN
C59.811,Rani mondal 👿😡😠😠👎👎👎,NAG,NGEN
C45.228.1,"Ei kaj ta onektai দুঃসাহসিক কাজ.. Jotota sohoj lage totota sohoj kintu protyek
ta potitar kache thake naa..",NAG,GEN
C59.1207,Nice bahi,NAG,NGEN
C59.2307,রানু তোএকটা পাগল হয়ে গেছে,OAG,NGEN
C46.115,"Ami muslim meye hoye bolchi .ai janoar gulor protyeker nicher part kete tader
hat a dhoriye deoa hok .",OAG,GEN
C61.1546,Pagli chuditaky mar,OAG,GEN
C45.433,tor sahos ache mante habe bhai .,NAG,NGEN
C59.203,😁😁😁🤩🤩darun diyechen.....bro,NAG,NGEN
C45.609,হায়রে টাকা টাকা টাকা রে,NAG,NGEN
C59.2235,Darun phata fathe,NAG,NGEN
C61.1825,খানকি মাগির কি attitude 😂😂😂😂😂😆😆😆😆😆😆😆,OAG,GEN
C68.665,চেহারা দেখলে কান্না আসে,CAG,NGEN
C46.229.4,"j.g. Banerjee madar chod magi toedr Hindu vai chilo / toder vai ra chode naki
mone hoce chode je onai kore che saja pabe jat tule katha bol bina",OAG,NGEN
C45.547.4,Thik....Ai video ta fb teo chere6ilo. Akhn uthbe a. Tomader ki gan nai?,NAG,NGEN
C44.341,এই হারামজাদারা শালা দুনিয়াতে এটাই সম্পর্ক ছিল ছি ছি দুনিয়াতে এটাও সম্ভব,NAG,NGEN
C44.89,Asob na dekhale hoye,NAG,NGEN
C59.1262,এইটা একটা ফালতু,NAG,NGEN
C61.2166,"তোমার যে কোন জায়গায় উকুন আছে।। তুমি নিজেও জানো না।।
বালের মা",CAG,GEN
C45.329,শেষে তুমি দাদা চুদে ছিলে তাহলে কমেন্টে জানাবেন,CAG,GEN
C59.1220,ranu jodi amer samna takto ta hola or muk ya ame juto martam,OAG,NGEN
C45.11,বেশ কয়েকটা মাল দারুন।,NAG,GEN
C59.2112,akdom ja bollla thik 100 % ...,NAG,NGEN
C68.632,"Ta dada apnito koyel mollik kobe ranu didi k juta diye marlo.....pagol choda
vul val thambel diye video banano",CAG,NGEN
C45.292,"Sobai daksi bolsa Peter daya korsa,,,,,odar ki hat pa nai,,,...",NAG,NGEN
C68.857.1,Ranu Bat,CAG,NGEN
C55.129,"ওই মাগি কে ফাসি চাই তারপর মাগির মা বাবা কে ওর মা বাবার জন্য এইসব হয়েছে ওই
শালিরা মেয়েকে মানুষ করতে পারলো না",OAG,GEN
C59.2396,তুই তো গান নি পারিস না,NAG,NGEN
C68.992,Apni akdom tik bolachan ok j mara uchit chotolok mohila,CAG,NGEN
C45.421,A6a ata kothay ?? Amr bari kakdwip,NAG,NGEN
C59.1814,Vi ore jota de mara osit,OAG,NGEN
C59.771,তোমাৰ কথা চততি,NAG,NGEN
C66.36,জয়ার সাথে সৃজিতের কোন সম্পর্ক ছিল না। আজাইরা কথা কম বলেন।,CAG,NGEN
C55.70,"Ei khanki magir guda shoot kora eke er suorer moto baba mayer sathe langto
kora jalia deao uchit",OAG,GEN
C45.628,Ata Kothai dada??,NAG,NGEN
C45.569.2,@M. ALI নাম্বার কিসের জন্য,NAG,NGEN
C45.649,শিয়ালদহ থেকে যাবার ঠিকানা টা বলবে,NAG,NGEN
C59.1218,রানুকে জুতা মারো,OAG,NGEN
C59.2159,রানুর মুখে জুতা মারা হোক 🐕,OAG,NGEN
C68.148,Dada tomar songhe ami eak mot,NAG,NGEN
C68.1296.3,1 mot,NAG,NGEN
C59.1947,Tui kar sarvent,OAG,NGEN
C59.839,আচ্ছা তুমি কি মিরাক্কেল করতে?,NAG,NGEN
C44.202.2,"আমরা যতটা পারি আমার মেয়েকে খুশিতে রাখি,,,,,এবং আপনাদের বলতে লজ্জা নেই আমি ওকে
বোঝাই যে আমি ওর বাবা এবং মা,,,,,,,,,,এবং কখনো কখনো আমি শাড়ি,,ব্লাউজ,, কানের
দুল,,টিপ,,হাতে চুরি,,চোখে কাজল পরে ওর মা সাজি আর এসব দেখে ও খুব হাসে এবং ওর
হাসির ছবি তুলে facebook এ পোস্ট করি,,,,,,,,,,আর ওর হাসিটাই আমাদের কাছে খুবই
দামি,,,,,,,,,,,,,,,আমার facebook এ আপনারা দেখেন,,,,,,,,,,,,,,,,,,,,,সব
দেখবেন,,,,,,,,😥",NAG,GEN
C46.165,Mamata thakle airokamei have mamatake taran,NAG,NGEN
C46.229.5,Madarchod katua sob,OAG,GEN
C62.10,অপু তোমার সোনার পল পলি টা কত বড একটা লাইভ দাও না প্লিজ,NAG,NGEN
C59.2206,Daaaarun Bhai.,NAG,NGEN
C68.710,Bhikhari ranu mondal,OAG,NGEN
C59.2268,সুপার ভাই,NAG,NGEN
C68.927,খুব ভালো,NAG,NGEN
C68.394,সালি বিকারিনি,OAG,NGEN
C59.116,Tumi kre dekau to,NAG,NGEN
C68.1144,Beiman,OAG,NGEN
C59.804,Bhai sera video kore6o 😂😂😂😂😂,NAG,NGEN
C59.1081,👍👍👍,NAG,NGEN
C59.992,বালের পেটে ঘি হজম হয়না এটাই সত্যি😂😎😎,CAG,NGEN
C45.483,দাদা আমি ভাবছি আপনি এই ভিডিওটা কত রিক্স নিয়ে বানিয়েছেন,NAG,NGEN
C46.17.1,😠😠😠😡😠,NAG,NGEN
C65.358,pori ke amr abnormal mne hlo,CAG,NGEN
C45.753,বারুই পুর কোথায় ভাই,NAG,NGEN
C61.744,Chita ramamandal demon kutta Sali,OAG,GEN
C68.731,আরে ভাই বে জাতের মানুষ জাত উঠলে এমন ওই হয়!,CAG,NGEN
C46.40,sastti chai,NAG,NGEN
C59.2152,😀 😀 😀,NAG,NGEN
C59.1175.2,Please arokom bolben na,NAG,NGEN
C45.722.4,@bipul mallick ebaba Chi chi,NAG,NGEN
C59.2156,Nice job yaar,NAG,NGEN
C44.223,Amar channel tao subscribe Kore dao plz. Help for 1k,NAG,NGEN
C61.325,Kanki..akta,OAG,GEN
C59.1350,আপনার কথা গুলো অক্দম ঠিক ।।।।খুব ঘ্যমী হয়ে গিয়েছেন্ রানু দী ।।।।,NAG,NGEN
C59.1886,Ranu paglichudi,OAG,NGEN
C44.184.1,Toder modhhey hoyy,NAG,NGEN
C61.1101,"তুই তো কুততা আর মানুষ জানে কুততা পেটে ঘি সয়না আসতা মাগি একটা খায়তো ভিক্ষা করে
আর এখন আমি তো ভিখারি ছিলাম না কে কে এক মত পিলিজ একটা লাইক",CAG,GEN
C61.887,boka choda cheno ranu di na chinle mirror ar samne darao aktu dekhte pabe,CAG,GEN
C59.539,Eke dkhle na maathaye volcano phaate!!!🙄...beshi ghyam,CAG,NGEN
C68.815,Haramjada,OAG,NGEN
C44.20,যতসব নাটক,NAG,NGEN
C45.686.4,আপনি ও গিয়ে ছিলেন নাকি,NAG,NGEN
C59.194,Tor Face expression janlewa re bai😍😍,NAG,NGEN
C68.599,Shala fokirer bacca,OAG,NGEN
C68.1190,Ranudi jemon beyman temon tar meye sarthopor,OAG,NGEN
C46.100,ফাসি দিয়ে মারতে হবে,OAG,NGEN
C68.129,রানুর মত কোটি কোটি শিল্পী ভারতে আছে সবাই সুযোগ পায় না,CAG,NGEN
C68.541,Soytan,NAG,NGEN
C59.1474,"Kothar moto kothai ase j kom joler mas beshi jole giye porle onek beshi lafa
lafi kore temoni ranu mondal korse jokhon dhora porbe tokhon ter pabe",NAG,NGEN
C61.640,তোকে চুদবো যে শালি শালি ভিখারী,OAG,GEN
C59.506.4,Amar bomi asee🤮🤮🤮🤮🤮🤮🤮🤮,CAG,NGEN
C68.1071,Celibraty na ona ke laboratory dorkaar,CAG,NGEN
C68.458,"ঠিক বলেছেন দাদ। অামার মনে হয় উনার মাথায় সমস্যা আছে,,,",CAG,NGEN
C59.757,Ranu k dakhle amr poty bandho hoye Jay.....,CAG,NGEN
C59.2098.2,একদম,OAG,NGEN
C59.1391,Dada tumi Sera❤❤❤❤❤❤,NAG,NGEN
C68.914.3,Thik bolecho,NAG,NGEN
C45.773.3,Duniate kajer ovab,NAG,NGEN
C59.1454,Ai ranu jobe theke gankorche Sala amader shobai ke chode diche.,NAG,NGEN
C44.218.2,"@subhasis dey age nijer mayer pod ta thik kore marte sekh, tarpor lokerta
marar kotha bolbi, khnkir chale baper thik nai, tar abar baro baro katha,
shala schedulcast, toder purba purushra loker bathroom poriskar korto, tara
abar annake illiterate bole, bhable o abak lage",OAG,GEN
C59.1662,love you vai,NAG,NGEN
C44.226.3,@হিয়াশা জামান হীর tui akta bantuhin.,OAG,NGEN
C59.268,Osm vaii Tumne a66ha Diya o ranu ko,CAG,NGEN
C65.368.4,🤗🤗🤗,NAG,NGEN
C44.63.1,"Jatoshab ভুলভাল বাংলাদেশী, যাদের নিজেদের কোনো standard নাই, তারা আবার কমেন্টস
ও করে 😆😆",CAG,NGEN
C59.2292,কি দিলি রে ভাই তুই 🤣🤣🤣,NAG,NGEN
C68.117,জুতোর ভেতরে পারফিউম মার,CAG,NGEN
C46.109,"Je lokta host krche mane je golpo take represent korche ei loktar kotha bolar
style ta just joghonno...ektuo valo lgena.....",NAG,NGEN
C68.893,Baooo👍👍👍👍👍👍,NAG,NGEN
C68.792,তিনিকীগনকবিখারিরমোখভিখারীমানায়ভেরীগোড,CAG,NGEN
C59.1741,"Aisa video sirf bengali log ki banaya aap log ku aisa soch rete ho kisi ka
bala hota ha ho dek nahi sakte ku aisa",NAG,NGEN
C59.2345,Ranu di manus na ladies kutta.,OAG,GEN
C45.134,ভিডিও টা কি পেন ক্যামেরা দিয়ে করছেন?,NAG,NGEN
C59.1543,Super vai,NAG,NGEN
C44.285,Eidhoroner video upload bondo korun,NAG,NGEN
C59.344,রানু মন্ডল একটা খয়রাতির বাচ্চা,OAG,NGEN
C44.261,Pagla choda,OAG,GEN
C59.388,"বা!
দাদা সত্যি বাস্তব বলেছেন।
কিন্তু একটা অনুরোধ
দয়াকরে এইসব অকৃতজ্ঞ মানুষের নিয়ে আর কোনো video বানিয়ে নিজের সময় নষ্ট করবেন
না।।।",CAG,NGEN
C68.989.2,"I believe sob kichu vagabaner name samarpon Kore nijer montake shanto Kore
rakha..manus to manusi...nijer life banchie rakhte manuske kichu kaj Kore
income korte hoy..ekhane Choto boro kono kajke alada Kore bichar kora uchit
noy...famous hoe proud feel kora uchit noy...kono Choto kaj koreo monke dukho
deoa uchit noy...",NAG,NGEN
C45.800,"এদের পেট চলে এভাবে ।এদের পেটে লাথি দিও না ।এরা অনেক কষ্ট করে জীবন ধারণ করে।
উপার্জন করার কোন ওয়ে আর এদের নেই",NAG,NGEN
C68.910,"Unar mathai ashoile te kisu nai to jar jonne bhul bhal bolse manoshik
chikissha koranor proyo jon apnara tai korun thank you",CAG,NGEN
C59.1245,ভাই নিজে কিছু করে দেখাও ।,NAG,NGEN
C59.1470,Darun laglo dada...,NAG,NGEN
C59.921,Yes রানু কে দেখার ইচ্ছা করে না,CAG,NGEN
C59.2360,ভাই অনেক অনেক ধন্যবাদ আপনার কথা শুনে কমেন্ট না করে আর পারলাম,NAG,NGEN
C68.218,"Apni akdom thik Kotha blechen dada...............
R oi Ranu khanki magi k station e fele mrte hoi......sala......
👇👇👇",CAG,GEN
C59.518,Khub valo bole6o,NAG,NGEN
C45.595,Jaygatar name,NAG,NGEN
C59.863,Bah bah bah bah vai tumi hiro,NAG,NGEN
C45.452,"Vai......ke Koro Tumi?
Only u tube naki kono job na ki bisness??koto taka help korle last e onader?
Oe je didi,maa e der muk gulo dakhele Oder Kichu u tube basinda der kache
Choto korar cheasta korle......Tate Tumi khub ki moja Pele?
Last e Tomar muk Tao to dakheate parte?
Ae gorib manus der pod e na lege bir er Moto kaj Koro......Kichu govt
depertment er scam video Koro.....
Good luck",CAG,NGEN
C59.1237,Saggor bal o boro.....,NAG,NGEN
C59.2255,এরা এমনই হয়। বাংলাদেশ থেকে বলছি। বানরের হাতে খুন্তি দিতে নাই।,CAG,NGEN
C61.1619,Banchod puti kha vikhiri choda mal banchod,OAG,GEN
C55.102,Cela manush na magi manush?,OAG,GEN
C59.1339,"Ranu di thik. Onar mathay ukun nei.. poka ache.. erom rsty ghurte ghurte je
karo hlka tar kete jay.. ar onake niye amra e besi mata mati korechi. Amrai
reward peyechi.. gaan erom oneke gay boss.. ahamori kichu na..",NAG,NGEN
C59.282,Osm video yr 🙏,NAG,NGEN
C59.526,Darun deyacho boss,NAG,NGEN
C61.1038,Sali vikare ramdi,OAG,GEN
C68.404,"R sojjo hocche na dadavai. Ei rastar kukurtar eto bar, sojjo hocchwy na.
Atindra dada k eivabe opoman koreche oi paglita. Otake rastay fele juto maro",CAG,NGEN
C45.201,**MAAL** AKTAO VALO NAA,NAG,GEN
C65.175,এই মেয়ে টা অনেক বেয়াদব।,OAG,NGEN
C68.857.5,Thick bolachen,NAG,NGEN
C66.45,"নিজের তো সব গেছেই এখন মেয়েটার জীবন শেষ করতে আকাটা বিয়া করছে। খুব বেশী না,
মাস নয় থেকে ছয়
মিথিলার হবে পরাজয়।",CAG,NGEN
C65.290,এই মেয়েদের গুলো কি ফুটপাতে জন্ম,CAG,GEN
C68.1337,নিজেকে জ্ঞান দাতা মনে করছে। মানুষের ভালো দেখে তোর কোথায় ফাটছে,CAG,NGEN
C68.334,Jara goref taka to taka done hoi na 👢👢👢👢👢👢👢👡👡👡👡👠👠👠👠👟👟👟🧦🧦👞👞👢👢,NAG,NGEN
C58.470.4,@Snake Musica ki vedio vai,NAG,GEN
C59.1255,Akdom thik bole6o👍👍👍👍👍,NAG,NGEN
C68.66,রানু মন্‍ডল পাগল,OAG,NGEN
C59.1121,Sera da.... Love you 💖💖,NAG,NGEN
C68.213,"Atindra bhai kothay gelo? Jai hok ranu mandal er life to kichhu diner jonno
God set kore diyechhilo. Kintu ahankar ranu ke ses kore dilo. Or. Meyeta
kothay gelo?",CAG,NGEN
C61.1816,মাগি আগে কথা বলা শেখ তার পর ভিডিও বানাশ,OAG,GEN
C68.916,Dada oke oi ager jaygata dite a parben na ake Akbar pele or gola sire ditam😠😠,CAG,NGEN
C59.1032,toke bolbo baaaa mather........ baaaaaa,NAG,NGEN
C59.486,Dada valo decho,NAG,NGEN
C46.124,অামাদের দেশের অাইন বালের অাইন!,NAG,NGEN
C68.337,Raru mondol baiman,OAG,NGEN
C59.1053,Actually bhai ranu mondoler moto joghone vikhari nai,CAG,NGEN
C68.719,"Ami jani na ranu mondol k niye eisob kotha apnaky k bolychy j tini eisomoy
eisob bolechen ....r video tar caption chilo ki r dekhalen ki kothay k kaky
juto diye marchy...apnarao paren sotti view paoar jonno ato kichu kno🙄🙄🙄",CAG,NGEN
C68.505,"সবিই ভালো লাগলো কিন্তু কোয়েল মলিলক সবার সামনে রানুদির মুখে জুতা ছুড়ে
মারলেন,এটা তো দেখাইলেন না।",NAG,NGEN
C61.1039,এই মাগির বেটি তুই একটা খাছ মাগি রানু অহংকারী,OAG,GEN
C59.925,"Onar Ego-r Sathe unio Dube geche... R asbe na chinta nei... Ebar vogoban er
chakor noy Vogoban e niye geche...... R onar meye ke R o onk👠👠👠👠👠👠👠",CAG,NGEN
C61.1989.1,khan ki magi aktaappy's interests,OAG,GEN
C44.183,পৃথিবী দংশের জন্ন এসব পরিচালক ই যতেস্ট,NAG,NGEN
C45.799.3,ভাই একটু কষ্ট করে বলে,NAG,NGEN
C44.351,"ভাই বোনের সম্পর্ক হয় মিষ্টি ভালোবাসা প্রেম হয় ভাই বোনের মাঝে,,,, ছি ছি কোন
সমাজে বাস করি",NAG,GEN
C59.1140,Ma meye dhoitai pagol,NAG,NGEN
C59.393,Tik,NAG,NGEN
C59.738,"Shotti tai..Ranu Mondal ajkalker crazy singer..uni khakon o e Shreya Ghoshal
er moto hoben na



1like for the one and only Shreya Ghoshal💖💖💖💖",CAG,NGEN
C68.1343,Ai mohila k juta khule mara dorkar.faltu akdom 😡😡,OAG,NGEN
C68.269,রানু পাগলী তো লতা মঙ্গশকর সম্পর্ক এ কি যেন আবোল তাবোল বলেছে।,CAG,NGEN
C58.466,😜 😜 এটা এক টা খানিক (মণ্ডল),OAG,GEN
C68.557,Ei video wala ra desh take shes kore debe,CAG,NGEN
C59.2393,"তোমাকে আমি salute করলাম ভাই,",NAG,NGEN
C68.1214,বিক্ষারী আর কি বলবে,CAG,NGEN
C45.411,সরকারের কাছে আমার অনুরোধ। এদের সাহায্য করেন। পেটের দায়ে মানুষ কি না করেন।,NAG,NGEN
C46.83,Ader shasti hok...pls.😭😭😭😭,OAG,NGEN
C59.1809,ফাটিয়ে দিয়েছো গুরু,NAG,NGEN
C62.7,কোন মেয়ে মুসলিম নয়,CAG,GEN
C68.346,"Share kore diye6i r ha biral k jotoi khaaoyao tar ma6 er lov kombena haramir
jat haramir jat e thake",CAG,NGEN
C68.830,Khoob bhalo lage che,NAG,NGEN
C68.890,Daryn laglo,NAG,NGEN
C44.193,Chili.....vai-bon vlo basche😱😱 ..ki baje re babaa 😑😑😡,NAG,GEN
C59.4,Ekdom thik😤,NAG,NGEN
C45.707.4,Amio a6e go,NAG,NGEN
C59.2399,কুওার পেটে কি ঘি হজম হয়,CAG,NGEN
C59.658,"Bah bah bah.. 3k dislike???? Eto sundor ekta video baniyea6e tar bodole 3k
dislike??? Mone hoi Ranu Mandal er relative rai e dislike kore6e..",NAG,NGEN
C68.131,রানু এখন কোথায়,NAG,NGEN
C68.478,Shala ke joto dey maru.bekhari,OAG,NGEN
C44.242.5,"@হিয়াশা জামান হীর humki dichhis prane marbi ?
ki korbi bol tarpor dekh
ki re prane mara humki dichhis?
YouTube e humki dichhis ?🤣🤣🤣🤣🤣",NAG,NGEN
C67.80.1,থাম শুয়র,OAG,NGEN
C45.423,যোগাযোগের নম্বর দিয়েছিস,NAG,NGEN
C61.1217.3,Magi cudi akdam khanki mal,OAG,GEN
C45.723,View korar jonno ai sob korcho,NAG,NGEN
C59.2330,Tomake onek dhonobad asol kotha gulo tule dhorar jonno,NAG,NGEN
C61.181,Chodon Mondal....,CAG,GEN
C65.162,পাগল সব,CAG,NGEN
C59.1579,Ha Ha Ha 😆😆😆😆,NAG,NGEN
C68.322,👠🥿👟🥾👡👢👞🧦🥾👡👢 at ranumandul pato,NAG,NGEN
C46.170.3,Ekdmm tai,NAG,NGEN
C62.75,মাগি মিথ্যাবাদি,OAG,GEN
C68.1141,একদোমঠিকবলেছেনদাদা,NAG,NGEN
C59.2266,Ranu mohila ta akebare beyman,OAG,NGEN
C59.2327,খুব সুন্দর হয়েছে।,NAG,NGEN
C68.791,রানু তো কুকুদের সাথে খেত,CAG,NGEN
C45.289,সব গুলাই তো হিন্দু। হাতে বালা।৷৷ এদের পরকালের ভয় নেই তাই এমন নোংরা,CAG,NGEN
C59.2374,"Ami Jodi Ranu di ke dekte pai na thahole oke keliye abar bhikhari baniye
debo😠😠😠",OAG,NGEN
C68.142,Apni thik bolachan,NAG,NGEN
C45.698,পতিতাদের জীবন সত্যি খুবই দুঃখের!,NAG,GEN
C68.642,👠👠👠👠,NAG,NGEN
C46.31,"Kothai aci ,sundor akta jibon nosto koredilo janoar gulo fashi chai ,ar kata
gulo ke tarano chi modi",OAG,NGEN
C46.172,"Ai suorer bacchader mone pore na j ai kutta guloke ak meye jati jonmo die6e?
6i dhikkar amadr ai somajer. Ai deshe naki nari sokti puja hoy.",NAG,GEN
C61.2039,Dhr s* ******* fudi,CAG,GEN
C59.2123,😍😍😍 Osthir....,NAG,NGEN
C59.234,Ranu mondal ar gan sunla ga jola jai ranu k sojjoi hoi na sala bayman,OAG,NGEN
C68.588,পায়ের জুতা পায়েই মানায় মাথাই নয়,CAG,NGEN
C68.90,Asob bal chal prithibita kono jaygay neii,CAG,NGEN
C68.1111,Upor bala bole kichu ache,CAG,NGEN
C68.884,রানু কে কেলিয়ে দে দে,OAG,NGEN
C59.1307,Habby diyecho,NAG,NGEN
C68.610,"আমি বাংলাদেশ থেকে বলছি পায়ের জুতা যতই দামি হোক না কেন সেটা পায়ের মধ্যে
মানায়",CAG,NGEN
C55.139,ওই বৌকে রেনডী খানাতে বেচে দেওয়া উচিত,OAG,GEN
C46.55,Encounter....chai encounter chai,OAG,NGEN
C59.296,Oii ranu k sobai ukun kaoye de re😁😁,CAG,NGEN
C45.413,Gudir beta elaka dekte sasone,OAG,NGEN
C68.219,যাকে যেখানে শোভা দেয় তাকে সেখানেই রাখা ভাল ।,NAG,NGEN
