ID,Text,Sub-task A,Sub-task B
C47.82,ঈশানী ইজ ইন্টেলিজেন্ট গার্ল,NAG,NGEN
C4.664,iam still not watching this movie😂,NAG,NGEN
C59.124,Pless,NAG,NGEN
C4.878.3,Me also,NAG,NGEN
C59.1941,Wow super boss 😂😂😂,NAG,NGEN
C4.1202.1,Salute you,NAG,NGEN
C4.1687,Kabir Singh vs halfgirlfrnd vs Shaadi me jaurur aana??,NAG,NGEN
C7.926,i like ur review.,NAG,NGEN
C33.151.1,I m bangladeshi,NAG,NGEN
C26.199,nic bro,NAG,NGEN
C33.338,Nice to next culture 😉😉,NAG,NGEN
C7.1551,Feminism Is a Cancer 😓,OAG,NGEN
C7.452.1,"@Ruchi Sapehia truly said. Condition is very fragile in such places. I have
been there. People there are not only uneducated but also try to replicate age
old religious dogmas over the meek and weak people. They just want to make
sure that they are the ones to be respected out of fear. It is just that such
movies boost up there moral because the hero does end up with a nice girl 😅.
So just a little bit worried on this part.",NAG,NGEN
C4.1692,"Kabir Singh is a shit in the name of a movie.... There is nothing in the movie
expect shity Bollywood spice.... Thinkers can't even tolerate to watch it....
That's it.... Khatam bat....",NAG,NGEN
C45.443,Very lol,NAG,NGEN
C9.115,"She wants to handicap the system and then ask why there is loopholes in the
system. Shame on so called ""intellectuals"".",CAG,NGEN
C7.2205,"100% true review Pratik Bhai... 👍👍👍👍...  
True love ki Jai Ho...",NAG,NGEN
C20.115,this girl should be raped!,OAG,GEN
C7.386,"If women is shown having sexual relations then its a problem for u. Then that
is fake faminism. But if kabir singh is shown as womeniser then it is a very
good movie. If a women is shown drinking then it is very bad and against
cultural values but if kabir singh is shown as a drinker and smoker then we
should be proud of the movie. Kabir singh is threatening everybody that preeti
is my lady, nobody should come close to her and thats a morally right thing
acc. to you. Wow, what hypocrisy. I know the movie is about negative side of
kabir singh but unfortunately this side of kabir singh has been highlighted in
a very stylished misogynistic way. In this film one thing is clearly shown
that women should like and look for dominating and possessive lovers. If same
role will be based on a women then u will obviously have problems, you will
see it as a unculturable and non traditional thing. Why women should always be
shown in submissive roles. 99% of movies in india are based on male point of
view but if 1% of movies are based on female point of view, their liberties,
why everybody has problem in that. This is true hypocrisy. Atlast i want to
say.. this is purely my opinion and point of view. You may not agree with me
and let it be. But please atleast think about it.",OAG,NGEN
C4.1934,this was very realistic video sir 🙏,NAG,NGEN
C7.1173,"I think Bollywood people feel threatened by the south Indian film makers...
That's why they comment nonsensical stuff",CAG,NGEN
C7.2546,Nyc review pratik j....,NAG,NGEN
C59.516,Hobe hobe.. Ranu mondol 👎... And your video also 👎.. Get lost both...,NAG,NGEN
C58.514.2,haha 😂,NAG,NGEN
C4.506,You're best bhai.,NAG,NGEN
C33.611.2,all India 1 best anup gupta I am gay why are you asking and where from you,NAG,NGEN
C7.891.1,Film companion channel h sbse jyada uske channel pr hi view h review ke 1m+,NAG,NGEN
C68.1027,Right boss Right,NAG,NGEN
C10.330,"I don't understand one thing. The hypocrisy is so visible and yet how come so
many intellectuals are acting like idots to defend all these created
confusions and lies. Look at this panel too, that chethan has absolutely no
point and yet comes here and keeps shouting everything other than a logic to
support the Kunfu Kutha.",NAG,NGEN
C65.114,"They don't deserve celebs r they really?But indian tolly actors deserve there
prof....",NAG,NGEN
C58.128,hi api,NAG,NGEN
C7.1864,spoiler alert,NAG,NGEN
C59.1019,"That is not Ranu mondal
That is Panu mondal",OAG,NGEN
C7.11.1,"@Nitya SG yup I know hence I didn't focus much about the movie other than just
stating there's nothing about domestic violence or assault but yeah just
protagonist having rage & ruining his own life with it that's it..!! Anyways
good u understood as there r people biased with ideologies like its fair to
fight with siblings but not with our counterpart whom we r in relationship
with which I don't understand as both r loved ones & we can be however we want
as long as there's understanding",CAG,NGEN
C7.1363,sir instead of talking about librals please review the movie,CAG,NGEN
C4.1444,"Hey Brother first it's strong punch to bollywood garbage movies & I understand
your point there is one topic I wish you would cover if you think interesting
which is current political situation of our country I think we are democratic
county but it's feel like majority of people worshiping one person & other
dumb ass Netas just do there own hypocritic stuff so which will not meant to
helpful for people of our country so what's your opinion that's my request
lot's of love brother✌😊",NAG,NGEN
C59.1180,You ra right,NAG,NGEN
C7.2405,"Love you Prateek sir. We needed this reply for these Feminists.  
Respect towards you has increased.",CAG,NGEN
C4.542,"Firstly boys/girls go by looks secondly they think why isn't she/he good
hearted/independent.",NAG,NGEN
C26.250.1,Good job. Good Good Good,NAG,NGEN
C10.698,"When one speaks mute others. Otherwise ur debate will become sonorous and will
be avoided.",NAG,NGEN
C59.2193,Hi😂🤣😃😄😅,NAG,NGEN
C32.4,How can someone make this stuff assholes,CAG,NGEN
C7.248.4,N I not a supporter of feminism n liberals,NAG,NGEN
C9.325.1,I know,NAG,NGEN
C33.481,kaafi tanda tha...josh ki kmi thi... otherwise awesome... keep playing...,NAG,NGEN
C4.890.1,But they won't allow him in their own life..,NAG,NGEN
C7.2385,You are awesome.. From Nepal,NAG,NGEN
C4.561.2,Guys I meant it sarcastically,NAG,NGEN
C4.868,Ayushman khurana after watching this video..... Mogambo Khus hua 😂😂😂😂,NAG,NGEN
C33.301,Osm........ Too much funny.... Yrr........ Nd u both r looking so smrt,NAG,NGEN
C59.727,Nice 🤣🤣🤣🤣🤣🤣🤣,NAG,NGEN
C4.716,"But, film has true sense...does happen in society, simple..",NAG,NGEN
C59.1186,Chi Ranu di .... oversmart.... shame on u,OAG,NGEN
C7.674,I love your T-shirt though,NAG,NGEN
C4.57,"I just wonder how kabir singh managed to become a doctor because the life of a
medico is much more different than students from any other field.",NAG,NGEN
C32.24,"Any man who's like the hot bearded toppr guy then plees contact me on
7045495339, im as sexxi as the botm guy here. Im based alone in mumbai, so all
hot toppr mrds, pleees call, cm n meet me. Luvvv yu all. 😍 😍",NAG,GEN
C9.33,"Rngabilla is ashamed now due to this
###[#H](http://www.youtube.com/results?search_query=%23H) ❕🤯😠",NAG,NGEN
C10.708,"Nupur should be made main spokesperson of BJP. She is clear, meaningful,
offensive and defensive in command in subject and language",NAG,NGEN
C44.352,Shame......shame........,CAG,NGEN
C7.2486.1,You uneducated shit,OAG,NGEN
C4.1656,Would you like to review GANGS OF WASSEYPUR. Comment or like who want this.,NAG,NGEN
C10.682,"Is he took red chili inside him while talking slowly he started loudly
...please chek his chair ... What is under hia chair which is giving him boost
again and again",NAG,NGEN
C7.252,Madarchod all recode break india,NAG,GEN
C10.356,"I guess Mahatma Gandhi did the same during non-cooperation as well as civil
disobedience against the then Government !",NAG,NGEN
C10.99,"I think arunadhati is mentally broken person ...  
She should be released of her services 😂😂😂😂",NAG,NGEN
C32.53,"WHAT A SHAME!! STOP PUTTING US IN THE WRONG LIGHT. WE WILL NEVER A KILL A
WOMAN FOR LOVING A MAN. BASTARDS!",CAG,NGEN
C10.449,"Why Arnav called guests,if not allowing to spk. their point.",NAG,NGEN
C7.1297,<https://www.youtube.com/watch?v=43VyvfChjFw>,NAG,NGEN
C25.489,"hello sir,  
I am working in Dubai.  
My wife filed a false case against me and my family. My wife uncle is a lawyer
he guided her.I don't know what to do. please help me, sir",NAG,NGEN
C4.742,"This is why i don't watch bollywood... totally garbage... Hollywood more
better than bollywood cause they gives us matrix Interstellar type solid movie
.",CAG,NGEN
C59.1541,Love u bro.... carry on,NAG,NGEN
C10.361,"Why a sane person may listen such a lady whose heart is like a pool of
stagnant dirty water breeding reptiles of mind.",NAG,NGEN
C68.1262,Absoluately you are right,NAG,NGEN
C4.2229.4,"[17:28](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=17m28s), man this guy is
amazing!!",NAG,NGEN
C38.74,Homosexuality is against nature. Thats all!,OAG,GEN
C7.2568,Pratik Bhai on Fire.. 🔥,NAG,NGEN
C4.118,Kabir Singh is a useless movie,NAG,NGEN
C65.464,Are fucker Holly ar fresh ki same ???,NAG,NGEN
C7.1473.2,"Kabir Singh Full Movie Download HD 📺 👇  
<https://youtu.be/UVdef6vGZ-Y>",NAG,NGEN
C10.981.1,"Arundhati Kutiya not lesbian, she is being well fu**led by mollas but that
Kasturi looks more like a Hijra",OAG,GEN
C4.2149.2,"@UC38ALNFc5uHtUmeBETkePyA It's feels much better to see a comments of smart
person..... I agree with you no doubt..... And keep spreading red pill
knowledge bro... INDIA needs that..... Simps bhare hue hai India mei",NAG,NGEN
C59.1965,"Awesome yaar 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍❤❤❤❤❤❤❤❤❤❤❤❤
[#sajalcreative](http://www.youtube.com/results?search_query=%23sajalcreative)",NAG,NGEN
C32.78.5,@SHAYRI & WHATSAPP STATUS hay,NAG,NGEN
C4.1278,Great,NAG,NGEN
C7.1346,"A film named badlapur had also shown the story of this kind of a man.. And
there were scenes like these as well",NAG,NGEN
C7.15.1,"@Ahalyaa Namid u know what I did message u on fb I guess, just check if I sent
the message to u or not please🙊",NAG,NGEN
C7.2554,Disney's Pixar's Up movie review,NAG,NGEN
C33.763,Weldone guys... keep growing,NAG,NGEN
C4.1245.1,"Arjun Reddy and Kabir Singh both are worst movies, nothing so realistic ok...",NAG,NGEN
C47.84,Call me for phn sex 7001807655,NAG,NGEN
C10.890,"Arundhati Roy say she is Savitha Bhabi.  
Job....Prostitution  
Salary...10 rupees per client if codom with them else 20 rupees.  
Working hour...9:30 Pm to 6:60am",OAG,GEN
C4.1350,Agreed & very well said!!,NAG,NGEN
C4.1604,"Bro you should watch that movie again just to clear some facts. When Kabir
meets Preeti in the end, she tells her about her residence in some hostel and
she worked in a clinic. Movies are not always meant to connect them with
reality and teach us lessons ( I admit some movies do that). Some are meant to
enjoy. The movie shows an excellent chemistry between two guys with some mind
blowing romantic songs, how much more do you expect from it bro? Nothing is
perfect bro.  
As you said person should ideally move on immediately after break up (in one
of the videos you said in a slang way that, “khat khat move on karna chahiye
mard ko""), I am with you bro. But it would take 3-4 months for a guy and it’s
normal. Kabir Singh here takes his time say 7-8months (not too much for even a
fictional story), and then they marry. He developed smoking and drinking habit
but even in that time he worked. Yeah one thing you exaggerated about medical
students (they didn’t get time of all this). I being a medico can say that we
get time for our relationships and we also live as a social animal. (I am not
proving you wrong but you just exaggerated the fact).",NAG,NGEN
C4.1851.5,@Hrdk Parmar Thanks bro for not taking me out of the way...,NAG,NGEN
C33.600.1,@THE DARSHAN RAVAL can I ask why?,NAG,NGEN
C33.605.4,daisy Kapoor hi,NAG,NGEN
C38.63,"indains generation would be the next lgbd birth beouse all the indains boys
eagerly supporting same sex ...yes that is diffrent thing that if someone's
family has found a naturally birth so then let it be that one but supportining
lgbt is the unatural thing which is not allowed in any religion hiduism
christenity islamicsim etc .....",NAG,GEN
C4.432,"You should also talk about his acting skill, we know the story was worse.",NAG,NGEN
C68.398.2,Same qstn???,NAG,NGEN
C4.1747,"bro review ""lal kaptaan"" btw very eye opening review 👍",NAG,NGEN
C9.54,"Can he really think. He didn't like it, not that it is against majority and
the government of India.",NAG,NGEN
C10.374,"CHIA WALA AND RSS HAS GIVE ARNAB GOBAR SWAMI TO DECIDE U IS NATIONLIST AND
ANTI-NATIONAL CERTIFICATE NO DEBATE ON ECONOMIC JOBS ANY GOOD THING INDIA NO.1
BIAS NEWS CHANNEL NO.1 GODI MEDIA",NAG,NGEN
C10.550,suzzana AR.Mental asylam is right place for her.,NAG,NGEN
C7.2563.4,vishal photon pink was a good movie.,NAG,NGEN
C7.725,God job sr,NAG,NGEN
C7.2132,"Zabardast video pratik bhai!!!👍👍👍...love the video.the way you exposed the
feminists..i really loved it!!people should know the reality of this stupid
nonsense called feminism.peace out✌",OAG,NGEN
C33.166,Very nice 😊,NAG,NGEN
C10.559,"In a 43.5 min length program arnab consumed 27 mins including interruptions,
starting point and short briefing on the matter. He invited 9 guest so the
rest didn't got even 1 min to speak. He invited them to listen him.",NAG,NGEN
C7.374,"Completely agree with you. I didn't understand what the fuss was all about. I
actually watched the film with some very liberal minded western viewers in UK
and none of them thought the film was derogatory to women.",NAG,NGEN
C7.830,Tightly Slapped on liberals and feminists face..,OAG,NGEN
C10.314,"If she is residing abroad and flying in specifically to provoke unrest, it is
a political crime, US Govt has laws in place to curtail such activities hence
it should be addressed by proper authorities.",NAG,NGEN
C33.513,I m gay,NAG,NGEN
C10.573,Incarnation of 😈,NAG,NGEN
C38.489,Homosex is a hell,CAG,GEN
C4.1095,This man taught me how to be realistic ..,NAG,NGEN
C4.154,"This is not originally Bollywood movie. This is a remake of a Telugu movie--
Arjun Reddy",NAG,NGEN
C4.2204,Our biggest launda is back😁,NAG,NGEN
C33.679.1,"Lesbians are still minors. As a lesbian, i don't understand the concept of
straight girls turning into lesbians.",NAG,NGEN
C7.819,Please Review Sahoo teaser,NAG,NGEN
C29.25,"Those Anti Hindus who were Blaming Hindus r Quiet when Thruth comes out > no
rape was taken on Asifa !  
Hindus r not guilty !  
Mandir was lie !  
[#Bollywood](http://www.youtube.com/results?search_query=%23Bollywood) wale
Pakistan say order lete hey !",CAG,NGEN
C25.510,raveesh stop being a feminist bitch,OAG,GEN
C4.2195.2,1000th like 😌,NAG,NGEN
C59.1027,You are right sir,NAG,NGEN
C7.405,Your subscriber are stuck at 180k,NAG,NGEN
C65.119,Is this hero (?) from Tamil Nadu?,CAG,NGEN
C26.321,"Great. bitch and her family deserved it. expecting more of these incidents in
coming days.",OAG,GEN
C4.865,"What a start of the video! Jokes apart please make a video on how to not get
influenced by movies. And also make a review on Sanju movie ( I know it's too
late but please). By the way nice facts",NAG,NGEN
C26.44,"Tit for tat. If u destroy someone’s present & future u will have to bear the
brunt. Sec 498A is a double edged sword made with good intention but being
used in bad intentions.",CAG,NGEN
C4.675,"Simple & genuine explanation. As it should be...taken by everyone(male or
female).
My question here is : people in real life also do that sort of escapism .
.when responsibility or stress is onto them..like men do overdrinking, drugs.
Or kind of abuse you were telling about. Women run away with their choice, cut
their vein.. So..are these not the signs to say enough about the person...and
what should we do for them if we can't leave that relationship (like he/she be
my sibling with such behaviour)",NAG,NGEN
C59.1373,I hate ranu mandal song,OAG,NGEN
C7.341,Totally agree with you,NAG,NGEN
C7.1103.1,kuchh bhi?? Pratik is happily married with a kid,NAG,NGEN
C44.32,Bad story,NAG,NGEN
C68.1117,Ranu is very bad,NAG,NGEN
C4.2116,Finally honest review of chutiya movie.... 👍,NAG,NGEN
C33.404,Shut up ...peak of stupidity is LGBT.....,CAG,NGEN
C10.366,Useless anchor n tv,NAG,NGEN
C4.1086,"[7:41](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=7m41s)  
Thank me later by giving like👇👇",NAG,NGEN
C26.39,Good lession for women who lodge fake case.....,NAG,NGEN
C4.1359,"I wanna debate it with you man [truly.You](http://truly.you/) watched the
movie from narrow weak angle.Respect your opinions man but this movie is an
epic love story and an epic love story always tends to be destructive.Nahi
mard ki definition nhi h it's not an inspiration but a sketch of characters
who are in a state of mutually obsession which is love of a sort actually",NAG,NGEN
C4.744,"Please read Bible my friend...God has a message for you in it ...stop chasing
girls or money in your life...give God a chance in your life...if any of you
want a free hindi or english Bible on your Postal Address.please ping
here...please watch this video

<https://youtu.be/cPS4Hdpm7tU>",NAG,NGEN
C4.1480.3,@SOoRAj i have gita i read it...i can send you hindi Bible if you want.,NAG,NGEN
C4.1517,"Preeti is the Ideal woman according to every Kabir Singh out there. No wonder
that dumb director wrote her that way. Then he's surprised why feminists are
pissed!",CAG,NGEN
C7.11.3,"@Nitya SG the director here too doesn't talk about that intentions but having
no restrictions with loved ones that's it & its true isn't it? Where's love if
there r restrictions so yeah I don't think he is off here & neither in movie
is there a single domestic violence issue & yeah whatever I do its not out of
rage or with the intent of wanting to rip them off so its fair",NAG,NGEN
C10.657,"This is a publicity stunt. This person was in hibernation for sometime. This
speech is nothing but sedition. She is unfit to live in this country. The
action by Govt against this speech should be severe. It will be a deterrent
for other anti-national forces.",NAG,NGEN
C59.560,Ranu is selfish person,OAG,NGEN
C36.468,Indian army should not have homosexuality because we should keep army pure.,NAG,GEN
C4.1469,"If we Titans Continue and Support this Man, We are truly capable of changing
the Upcoming Generation !! 💯",NAG,NGEN
C7.402,"How many of the viewers study feminism & masculinism instead of watching
movies??",NAG,NGEN
C4.470,"I dont know how kabir singh keep learned every medical topics and surgery
needs without study ..einsteen ka dimag to tha nahi",NAG,NGEN
C7.228,I love this moviee😍😍kabir Singh😎,NAG,NGEN
C7.458,"Great moovie .....i seen this in the evening show....great acting sahid and
kaira.....",NAG,NGEN
C7.764,"Even army personnel are given life sentences over cases of fake encounter and
rape cases by army court. So there's nothing like we can't question them.
Questioning doesn't categories you in sexist or others",NAG,NGEN
C7.1384,Mst review bro,NAG,NGEN
C7.1901,9/10,NAG,NGEN
C7.619.4,"@Krishan K. Singh feels like you don't give f to feminism either. Count
yourself in.",NAG,NGEN
C7.1836,Kabir Singh....is All Time Blockbuster ...........awesome review.....,NAG,NGEN
C45.527,vai plz...part 2,NAG,NGEN
C10.1321.2,MC-BC Name would be perfect.,NAG,GEN
C59.295,1000%right,NAG,NGEN
C38.398,"Not indian culture ?????? WOWOWOWOWOWOW I CAN BET THEY DONT KNOW THE INDIAN
HISTORY LOL HAVE U NEVER SEEN THE SCULPTURES OF GUY FUCKING A GUY IN DELHI
AGRA AND OTHER HOLY PLACES ??? BITCH F U",OAG,GEN
C4.2092,"Kabir singh hit  
Super 30 not hit  
Why socho socho",NAG,NGEN
C7.35,Jo bhi ho. I cant support kabir singh.,NAG,NGEN
C10.272,Give a tight slap to fake American accent girls from Chennai.,NAG,NGEN
C32.21.1,Hllo,NAG,NGEN
C32.91,Wtf,OAG,GEN
C7.619.2,"Yes you don’t appreciate but that is the story. Movies cannot be about a
perfect guy and a perfect girl. There has to be weaknesses, goodness, villain,
climax all this make a good movie. Otherwise who would want to see a normal
life. These are stories about broken man who is mad and that is his character
which Shahid played so well.  
His madness was the reason she stayed away from him. She forgave him when she
slapped him like 5 times.",CAG,NGEN
C45.156,18+,NAG,NGEN
C10.403,Seems to be reps of ghosts,NAG,NGEN
C7.2234.1,She is randi,OAG,GEN
C4.1685,Non practical movie!!,NAG,NGEN
C7.1926,"These liberals are destroying creative storytelling and imposing their
hypocrpt ideology",OAG,NGEN
C26.341,"This is the best thing a man can give on womens day....... He should be
awarded on the men days",NAG,NGEN
C33.416,"Just listen guys if our Government have accepted the LGBT community why don't
we??? I m A Straight I Still support
[#377Act](http://www.youtube.com/results?search_query=%23377Act)...  
Jese jiski soch...  
Be Real Human beings...dont discriminate Them  
When God Accepted Them They Dont Need Your Acception...🤘",NAG,NGEN
C43.174.1,Your mum came faster,NAG,GEN
C32.107,They are freak peoples...not gay.,NAG,NGEN
C10.729,May be she is under the influence of CIA.....,NAG,NGEN
C33.643.1,Thankyu,NAG,NGEN
C33.269,U right,NAG,NGEN
C4.2087.2,Yup,NAG,NGEN
C7.2577,U deserve more subscribers sir,NAG,NGEN
C7.1932,bhai u r awsome,NAG,NGEN
C59.2303,r u mad,NAG,NGEN
C7.1728,Thank you so much😀,NAG,NGEN
C33.608,"Gd for Indians to becum homosexual ,might help wid overpopulation!",NAG,NGEN
C7.1852,Your views are not.....globally correct....fr a women...,CAG,NGEN
C4.704,Exactly bro....bhai medical line aur Kabir singh movie just opposite hai....,NAG,NGEN
C26.305,bravo.... India needs more sons like this...Great job..,NAG,NGEN
C7.428,Niceee roastingg,NAG,NGEN
C68.1193,Very good friends,NAG,NGEN
C33.151,"Nice Video  
I'm from Pakistan",NAG,NGEN
C62.52,"Why ? People bring religion here & make argument, sick low-life persons have
no life, so they’re stick their nose in other people’s business.",CAG,NGEN
C33.92,What f... K 377,OAG,GEN
C4.1102,"one of the genuine or intellectual youtube channel of our generation...kudos
to this man..he really deserve our appreciation and i think he earned a
genuine respect...",NAG,NGEN
C26.319,"Good job. He is not a murderer but he is a Shaheed Bhagatsingh of this
decade.......",NAG,NGEN
C7.452.2,"@Krishan K. Singh yeah u r right. It depends who learn what from where.
Someone can learn good thing from the bad but someone can learn bad stuff from
the gud stuff too.... u r absolutely right. Bcoz few lack to see the depth of
the emotion but they only like see the reaction and want an opportunity to
replicate.",NAG,NGEN
C59.1555,Awesome bro 💖💖💖💖💖💖💖💖,NAG,NGEN
C59.1718,yas,NAG,NGEN
C4.259,"[19:19](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=19m19s) and i knew it n
do it ✌️",NAG,NGEN
C7.1074,This man is sick..,OAG,NGEN
C7.757.2,Can't agree more,NAG,NGEN
C10.743,"If modi says pakistan is our enimey condemns siddhu to visit n now he wants
they get citizenship?then he say no they are hindus inst this enough to prove
its about religion nonsense tat means only hindus r indians",NAG,NGEN
C33.770,Good brothers,NAG,NGEN
C10.332,"She is supported by western leftist wholeheartedly.  
They must be supplying her with funds !",NAG,NGEN
C10.776,"I wonder why this govt doesn't impose NSA on her and put her behind the bars.  
Arundhati is a lunatic and is a cancer to the country. She needs to be
detained by security agencies and must be kept forever in the prison for the
sake of peace in society.",OAG,NGEN
C38.283,"The guy in yellow shirt needs to look at mirror and look at his disgusting pot
belly...no girl in her right mind would ever pick that sleazy fatso.",NAG,GEN
C7.1688,I don't think you r such a narrow minded one. Shit minded.,OAG,NGEN
C43.8,Stop being gay,OAG,GEN
C10.730,"Arundhati Roy is a pros* ***** of ISI Pakistani generals and Hafiz Sayeed...
she's getting well paid...",OAG,GEN
C7.2115,Fucking left liberals and feminists,OAG,NGEN
C7.861,"Only one word for these feminists liberal ... fuck off chutiyoo ... Every
preeti will die for a guy like Kabir singh .. he was flamboyant intelligent
dashing and moreover crazy caring .. he was taking care of her like a
princess.. so period.. nothing wrong even in his character the real world is
more fucked up",OAG,NGEN
C9.270,"Arundhati Roy's comments are based on contradictory statement made by Prime
Minister and his Home Minister. Sourabh, Ms. Roy is neither Prime Minister of
India nor Home Minister.  
People of this country are loosing their faith in this Modi government since
their decision are based on creating confusion in our lives. In case, you are
a true journalist, you should ask questions to the people sitting on the
highest position such as PM, HM or CM of UP who has no faith in democratical
value of the constitution.",CAG,NGEN
C68.300,Supar Boss,NAG,NGEN
C33.656,Every One is In relationship expect me 😂😂,NAG,NGEN
C10.508,Over Smart Mad woman,CAG,NGEN
C58.231,Nice didi,NAG,NGEN
C33.379,One way to control India's population..,NAG,NGEN
C4.1930,You told my mind's taking .... It's 100 Right,NAG,NGEN
C59.173,Ranu mondal ❌you are right.,NAG,NGEN
C68.104,Right b👍👍👍👍👍👍👍👍👍👍👍👍,NAG,NGEN
C7.248.1,U just read it wrong,NAG,NGEN
C32.148.3,@Akash Shivhare hii,NAG,NGEN
C7.1148,"Finally subscribed your channel becoz ....... U r awesome and the points u
explained were literally 100% true",NAG,NGEN
C33.292,Nice ... N u boys acting 🙌,NAG,NGEN
C7.199,"bro i am watching yo first time and you wont beleave that you was looking like
jaani dushman villan",CAG,NGEN
C4.896,True analysis!.....,NAG,NGEN
C4.935,Uri has no item song,NAG,NGEN
C33.519,Nice video love is love all people have to understand this.,NAG,NGEN
C68.309,Right bro she is really a dambooo,OAG,NGEN
C46.178,Very sad,NAG,NGEN
C4.727,"it's been told by many of the intellectual if you really wanted to be rather
than abusing movie take a movement and aware people even in USA and Korean
Film industry where the content is more developed movies are the same some
high content we use to see and low content we don't even talk about. So called
film making ko buckchodi bolne se behtar hai start movement with your own
followers. Else you were so irritating in this video.

Thanks",CAG,NGEN
C59.1103,"very good,the way u say its just awsome,keep it up Sir",NAG,NGEN
C7.821,"ओ स्त्री  
Friendship krogi😂😂😂😂😂  
pratik borade fans like here👍👍👍",NAG,NGEN
C4.858,The best youtuber ever.,NAG,NGEN
C10.717,"Don't understand why is she even allowed in India. This urban naxali terrorist
should be punched and kicked out of the country.",OAG,NGEN
C7.1543,"Forget the feministic point of view. .this movie has got nothing in it. .it
was just a random sequence of scenes made into a movie. .no logic no
continuity. .all characters were capricious. .i have never seen a drug addict
get rid of his addiction within a day without the help of a rehab. .i have
never seen a girl so muted n submissive to fall in love literally without a
reason. .every character in the movie was far from imaginable. .i think all
the people who went to watch this movie have been befooled by the trailer of
this movie. .those who havent gone yet please save your money and watch the
world cup instead or go to an amusement park with their families for an
outing. .i give this illogical movie a big fat zero out of any positive
integer. .",NAG,NGEN
C33.769,Awsoume video... Keep it up ..love u all ❤️❤️❤️,NAG,NGEN
C7.2287,Whenever masculinity is shown these librandoos will cry.,OAG,NGEN
C36.396,"In Indian army.... I will say in any army of the world the backbone, the
foundation of military or army is ""Discipline, Honour, Valour, love for
Motherland and Humanity, Courage to accomplish impossible task and many more
hard works""..... These are the things which is foundation of Indian armed
forces or foundation of any best militaries around the world, talking about
Gays or lesbians..... Just look at history in ancient time very few or
negligible number of women take part in army but time changed we are in 2019
and women are serving in military so Now Gays and lesbians recruitment in
military then military is well aware about the developments to be done
according to need and time and I think in future military will induct Gays and
lesbians in armed forces but now Indian army chief said we will not allow Gays
and lesbians in army then he is 100% correct and I support army chief,
patriotism is not just needed on borders for military only but inside the
country also we need a lot of patriots for bright future of country.",NAG,GEN
C32.47,Sorry Bad message(Gay people Nice ),NAG,NGEN
C26.295,"Govt should analyze the impact rather making new laws against men. I did not
see if the guy has done anything wrong. You are the hero. I appreciate that
you surrendered.",NAG,NGEN
C32.160.5,Chambal Tigers hii.j,NAG,NGEN
C4.188,Into superb tha,NAG,NGEN
C4.312,"Its Time to Establish ""Men's Commission of India"".",NAG,NGEN
C9.113,<https://youtu.be/46lrFoRgnoA>,NAG,NGEN
C4.537,We want more videos like this 🙏🙏,NAG,NGEN
C45.300.2,tista sinharoy nice,NAG,NGEN
C55.129.2,Do 4th,NAG,NGEN
C4.2176,Amazing Boss 🔥🔥,NAG,NGEN
C59.709,U r right 💯,NAG,NGEN
C4.272,"They portraying shahid as a man who drinks all day and making him look like as
cool as possible , dude if u are going go drink that much u will look like a
beggar or most likely die within a week",CAG,NGEN
C4.352,"[9:29](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=9m29s) so true.. It has
nothing to do with girl's life just a character of hero's life.",CAG,NGEN
C4.1825,"I swear , Bollywood ke bare me such Kaha  
Bohot hi sensless Unrealistic , every decade  
Nothing new Love... Breakup... Drugs..Femenism...Villan.....No Logic...  
No serious.. message...iteam song...Heroine..Slave.. Total waste of time...I
think never will be ... only few movies  
Wast of Money....",NAG,NGEN
C59.1438,"I hate Ranu mondal I hate her voice Fuck off
[#Ranu](http://www.youtube.com/results?search_query=%23Ranu)_Mondal.
Mera jeisa kon kon hai hit like...👇👇👇",OAG,NGEN
C45.594,Please your mobile number sand me now,NAG,NGEN
C44.307.5,@Farabi Farhad yes...I also agree with u,NAG,NGEN
C7.2547,Fuck boy 😂😂😂😂😂😂,NAG,GEN
C4.813,Haha one dislikes is done by sandeep vanga reddy,NAG,NGEN
C68.945,"Once your comment . You are
an honest men . I like your comment .",NAG,NGEN
C4.1617,"Do just one change to yourself, Avoid ""ma chod di"" gaali. It's a very very bad
manners. It ruins your character. Please...............",NAG,NGEN
C65.342,"I say from India. Parimani mam you are very beautiful. I Miss you so much. I
did the political science Honors from Jamia Milia Islamia University. I also
wish to visit you in Bangladesh. Happy Life.",NAG,NGEN
C7.803,"chutiya spotted. liberalism doesn't means what you said. feminism doesn't
represent what you said",OAG,NGEN
C4.2134.4,@Random Talks thanks for suggestions,NAG,NGEN
C4.1181,Beggars are now everywhere 'hit like' if you are agree.,NAG,NGEN
C59.1626,Oosam brother,NAG,NGEN
C59.482,U r right bro,NAG,NGEN
C7.1289,Thank you Bhai,NAG,NGEN
C10.582,"Immediate action should be taken by government for fomenting wrong massage to
entire society.When our bonafide government start taking stringent  
action on such insane, corrupt anti-nationalist animal.",NAG,NGEN
C33.391,Love has no gender...😀,NAG,NGEN
C32.77,The director is homophobe. Wrost movie ever.,CAG,NGEN
